entrez,symbol
9990,SLC12A6
9992,KCNE2
9994,CASP8AP2
10000,AKT3
10005,ACOT8
10006,ABI1
10007,GNPDA1
10010,TANK
10013,HDAC6
10014,HDAC5
10016,PDCD6
10017,BCL2L10
10018,BCL2L11
10019,SH2B3
10020,GNE
10022,INSL5
10023,FRAT1
10024,TROAP
403244,OR2T35
10036,CHAF1A
10038,PARP2
10039,PARP3
10040,TOM1L1
10047,CST8
10048,RANBP9
10051,SMC4
10054,UBA2
10057,ABCC5
10058,ABCB6
10059,DNM1L
10060,ABCC9
10061,ABCF2
10063,COX17
10067,SCAMP3
10068,IL18BP
10075,HUWE1
10076,PTPRU
10082,GPC6
10083,USH1C
92002,CCNQ
10085,EDIL3
26471,NUPR1
10094,ARPC3
10095,ARPC1B
10096,ACTR3
10097,ACTR2
10098,TSPAN5
92017,SNX29
10103,TSPAN1
10105,PPIF
10107,TRIM10
10109,ARPC2
10111,RAD50
10112,KIF20A
10113,PREB
26499,PLEK2
26502,NARF
26503,SLC17A5
10124,ARL4A
10125,RASGRP1
26508,HEYL
26509,MYOF
10128,LRPPRC
59277,NTN4
10130,PDIA6
26511,CHIC2
10133,OPTN
10134,BCAP31
10135,NAMPT
26517,TIMM13
10137,RBM12
26519,TIMM10
26520,TIMM9
10140,TOB1
26521,TIMM8B
10142,AKAP9
26524,LATS2
26528,DAZAP1
10146,G3BP1
10148,EBI3
10155,TRIM28
10158,PDZK1IP1
10160,FARP1
10161,LPAR6
10162,LPCAT3
10163,WASF2
10164,CHST4
10165,SLC25A13
26548,ITGB1BP2
10171,RCL1
10174,SORBS3
10181,RBM5
10184,LHFPL2
124872,B4GALNT2
10186,LHFPL6
10189,ALYREF
59345,GNB4
26577,PCOLCE2
10196,PRMT3
10197,PSME3
10199,MPHOSPH10
26585,GREM1
10202,DHRS2
10203,CALCRL
10205,MPZL2
10207,PATJ
255967,PAN3
10212,DDX39A
10213,PSMD14
10215,OLIG2
10221,TRIB1
157680,VPS13B
10225,CD96
26610,ELP4
10231,RCAN2
10235,RASGRP2
10236,HNRNPR
10237,SLC35B1
10240,MRPS31
10242,KCNMB2
10243,GPHN
10244,RABEPK
10248,POP7
10253,SPRY2
10254,STAM2
10256,CNKSR1
10257,ABCC4
10261,IGSF6
157724,SLC7A13
10270,AKAP8
10272,FSTL3
10274,STAG1
10276,NET1
10278,EFS
10280,SIGMAR1
337960,KRTAP13-3
10282,BET1
10289,EIF1B
10290,SPEG
10291,SF3A1
92211,CDHR1
10293,TRAIP
10298,PAK4
10299,MARCHF6
10300,KATNB1
10302,SNAPC5
10309,CCNO
10312,TCIRG1
10313,RTN3
10316,NMUR1
10320,IKZF1
10326,SIRPB1
10327,AKR1A1
10331,B3GNT3
10333,TLR6
10335,MRVI1
10342,TFG
10347,ABCA7
10349,ABCA10
10350,ABCA9
10351,ABCA8
157807,CLVS1
26747,NUFIP1
10365,KLF2
10370,CITED2
125061,AFMID
10376,TUBA1B
26762,HAVCR1
10379,IRF9
10380,BPNT1
10381,TUBB3
10383,TUBB4B
10392,NOD1
10395,DLC1
10397,NDRG1
10398,MYL9
10399,RACK1
10400,PEMT
10401,PIAS3
10402,ST3GAL6
10403,NDC80
10404,CPQ
10409,BASP1
10410,IFITM3
10411,RAPGEF3
92335,STRADA
10418,SPON1
10419,PRMT5
10422,UBAC1
125113,KRT222
10426,TUBGCP3
10430,TMEM147
10432,RBM14
10435,CDC42EP2
10436,EMG1
10437,IFI30
10439,OLFM1
10440,TIMM17A
92359,CRB3
10449,ACAA2
10451,VAV3
10452,TOMM40
10455,ECI2
10456,HAX1
10457,GPNMB
10458,BAIAP2
10460,TACC3
10461,MERTK
10468,FST
10476,ATP5PD
10478,SLC25A17
10482,NXF1
10486,CAP2
10487,CAP1
10492,SYNCRIP
10494,STK25
10497,UNC13B
10499,NCOA2
10507,SEMA4D
10512,SEMA3C
10513,APPBP2
10514,MYBBP1A
10516,FBLN5
256281,NUDT14
10525,HYOU1
10527,IPO7
10528,NOP56
10533,ATG7
10535,RNASEH2A
10538,BATF
10542,LAMTOR5
10544,PROCR
10548,TM9SF1
10549,PRDX4
10551,AGR2
10553,HTATIP2
10560,SLC19A2
10561,IFI44
10563,CXCL13
10564,ARFGEF2
10565,ARFGEF1
10568,SLC34A2
26953,RANBP6
10570,DPYSL4
10574,CCT7
10575,CCT4
10576,CCT2
26960,NBEA
10580,SORBS1
10581,IFITM2
10587,TXNRD2
10590,SCGN
10592,SMC2
10599,SLCO1B1
10600,USP16
92521,SPECC1
26986,PABPC1
10603,SH2B2
10605,PAIP1
10606,PAICS
10608,MXD4
10610,ST6GALNAC2
10611,PDLIM5
26994,RNF11
10614,HEXIM1
10615,SPAG5
10616,RBCK1
26998,FETUB
26999,CYFIP2
10620,ARID3B
10622,POLR3G
10623,POLR3C
27006,FGF22
10627,MYL12A
10628,TXNIP
10630,PDPN
10631,POSTN
10632,ATP5MG
10635,RAD51AP1
10644,IGF2BP2
10645,CAMKK2
92565,FANK1
27030,MLH3
27032,ATP2C1
125336,LOXHD1
10651,MTX2
10652,YKT6
10653,SPINT2
10654,PMVK
10659,CELF2
27044,SND1
10661,KLF1
10663,CXCR6
10664,CTCF
10668,CGRRF1
10672,GNA13
256435,ST6GALNAC3
10682,EBP
27069,GHITM
10686,CLDN16
27071,DAPP1
92609,TIMM50
27074,LAMP3
27075,TSPAN13
27076,LYPD3
10693,CCT6B
27086,FOXP1
27087,B3GAT1
27089,UQCRQ
10714,POLD3
10716,TBR1
10717,AP4B1
338398,TAS2R60
10718,NRG3
27101,CACYBP
10721,POLQ
27102,EIF2AK1
10725,NFAT5
27109,DMAC2L
10728,PTGES3
27115,PDE7B
10733,PLK4
10734,STAG3
10735,STAG2
27121,DKK4
27125,AFF4
27127,SMC1B
10747,MASP2
27134,TJP3
10753,CAPN9
10761,PLAC1
10762,NUP50
158219,TTC39B
10769,PLK2
27154,BRPF3
10772,SRSF10
27156,RSPH14
10775,POP4
10776,ARPP19
10777,ARPP21
27161,AGO2
27164,SALL3
27165,GLS2
10788,IQGAP2
10791,VAMP5
27179,IL36A
10797,MTHFD2
27181,SIGLEC8
10801,SEPTIN9
10806,SDCCAG8
10808,HSPH1
10810,WASF3
10811,NOXA1
92737,DNER
256586,LYSMD2
92747,BPIFB1
92749,DRC1
10840,ALDH1L1
10841,FTCD
10844,TUBGCP2
27230,SERP1
10847,SRCAP
27231,NMRK2
10849,CD3EAP
27232,GNMT
27236,ARFIP1
10856,RUVBL2
10857,PGRMC1
10858,CYP46A1
10859,LILRB1
27240,SIT1
27242,TNFRSF21
119391,GSTO2
27244,SESN1
27250,PDCD4
27253,PCDH17
27255,CNTN6
27257,LSM1
10874,NMU
10875,FGL2
92799,SHKBP1
10880,ACTL7B
10884,MRPS30
10886,NPFFR2
256646,NUTM1
10888,GPR83
10891,PPARGC1A
10892,MALT1
92815,H2AW
10897,YIF1A
27284,SULT1B1
27285,TEKT2
10902,BRD8
10904,BLCAP
10906,TRAFD1
10907,TXNL4A
27295,PDLIM3
10912,GADD45G
10913,EDAR
10915,TCERG1
27299,ADAMDEC1
10917,BTNL3
92840,REEP6
10921,RNPS1
10924,SMPDL3A
10926,DBF4
10928,RALBP1
10930,APOBEC2
27315,PGAP2
27316,RBMX
10935,PRDX3
92856,IMP4
10938,EHD1
10939,AFG3L2
158399,ZNF483
27327,TNRC6A
27329,ANGPTL3
10946,SF3A3
27328,PCDH11X
10948,STARD3
27332,ZNF638
10950,BTG3
10951,CBX1
10954,PDIA5
27338,UBE2S
27340,UTP20
10957,PNRC1
10959,TMED2
27343,POLL
10961,ERP29
10962,MLLT11
10963,STIP1
10964,IFI44L
10965,ACOT2
338645,LUZP2
27344,PCSK1N
27346,TMEM97
27347,STK39
10970,CKAP4
10971,YWHAQ
10972,TMED10
27348,TOR1B
10975,UQCR11
10978,CLP1
10979,FERMT2
10983,CCNI
10987,COPS5
10989,IMMT
10991,SLC38A3
10994,ILVBL
10998,SLC27A5
11001,SLC27A2
11004,KIF2C
11010,GLIPR1
11012,KLK11
11015,KDELR3
158471,PRUNE2
11030,RBPMS
11031,RAB31
92960,PEX11G
11044,TENT4A
27429,HTRA2
11047,ADRM1
11051,NUDT21
27436,EML4
11054,OGFR
11055,ZPBP
11057,ABHD2
11059,WWP1
27445,PCLO
387893,KMT5A
11064,CNTRL
11065,UBE2C
11072,DUSP14
11073,TOPBP1
11078,TRIOBP
11079,RER1
11086,ADAM29
11096,ADAMTS5
11098,PRSS23
11099,PTPN21
11104,KATNA1
11108,PRDM4
11113,CIT
93035,PKHD1L1
11116,FGFR1OP
11118,BTN3A2
11122,PTPRT
11126,CD160
158584,FAAH2
11130,ZWINT
11133,KPTN
11135,CDC42EP1
11137,PWP1
11143,KAT7
11144,DMC1
11145,PLAAT3
11146,GLMN
11151,CORO1A
11152,WDR45
11155,LDB3
11156,PTP4A3
11163,NUDT4
11166,SOX21
11167,FSTL1
11168,PSIP1
11174,ADAMTS6
11176,BAZ2A
11177,BAZ1A
11179,ZNF277
11184,MAP4K1
11185,INMT
11187,PKP3
11190,CEP250
11194,ABCB8
11197,WIF1
11199,ANXA10
11200,CHEK2
11202,KLK8
11214,AKAP13
11215,AKAP11
11216,AKAP10
11222,MRPL3
11228,RASSF8
11230,PRAF2
11232,POLG2
60386,SLC25A19
11254,SLC6A14
11260,XPOT
60412,EXOC4
11264,PXMP4
11274,USP18
11280,SCN11A
60436,TGIF2
11285,B4GALT7
11311,VPS45
11316,COPE
11318,GPR182
11319,ECD
11328,FKBP9
60481,ELOVL5
11331,PHB2
11333,PDAP1
60485,SAV1
11335,CBX3
60489,APOBEC3G
11338,U2AF2
11340,EXOSC8
60494,CCDC81
11343,MGLL
11345,GABARAPL2
11346,SYNPO
55810,FOXJ2
60559,SPCS3
93343,MVB12A
257194,NEGR1
60598,KCNK15
404672,GTF2H5
257218,SHPRH
388335,TMEM220
126206,NLRP5
60675,PROK2
93492,TPTE2
142680,SLC34A3
142684,RAB40A
142685,ASB15
388468,POTEC
257397,TAB3
51175,TUBE1
126410,CYP4F22
93649,MYOCD
388591,RNF207
339479,BRINP3
51195,RAPGEFL1
51196,PLCE1
388677,NOTCH2NLA
388697,HRNR
126668,TDRD10
126669,SHE
143162,FRMPD2
126792,B3GALT6
143187,VTI1A
28512,NKIRAS1
28513,CDH19
28514,DLL1
94137,RP1L1
552900,BOLA2
339967,TMPRSS11A
94234,FOXQ1
503835,DUXA
94239,H2AZ2
94240,EPSTI1
94241,TP53INP1
127074,OR2T4
51312,SLC25A37
553115,PEF1
192670,AGO4
51332,SPTBN5
28951,TRIB2
127255,LRRIQ3
28959,TMEM176B
28960,DCPS
28966,SNX24
28972,SPCS1
28973,MRPS18B
340273,ABCB5
127294,MYOM3
28996,HIPK2
29028,ATAD2
29072,SETD2
29074,MRPL18
29078,NDUFAF4
29088,MRPL15
29089,UBE2T
373156,GSTK1
29102,DROSHA
29103,DNAJC15
29106,SCG3
29107,NXT1
29110,TBK1
29117,BRD7
29118,DDX25
29119,CTNNA3
340419,RSPO2
29126,CD274
29127,RACGAP1
143903,LAYN
127544,RNF19B
389692,MAFA
340578,DCAF12L2
340596,LHFPL1
160418,TMTC3
127829,ARL8A
51466,EVL
390079,OR52E8
160762,CCDC63
390155,OR5T1
128025,WDR64
29761,USP25
29766,TMOD3
29775,CARD10
160851,DGKH
29781,NCAPH2
29785,CYP2S1
84076,TKTL2
29796,UQCR10
259173,ALS2CL
29799,YPEL1
84083,ZRANB3
29842,TFCP2L1
29844,TFPT
144535,CFAP54
29851,ICOS
259230,SGMS1
259232,NALCN
79019,CENPM
79026,AHNAK
29887,SNX10
259266,ASPM
29893,PSMC3IP
29895,MYLPF
79050,NOC4L
29901,SAC3D1
29903,CCDC106
259283,MDS2
79071,ELOVL6
79075,DSCC1
79077,DCTPP1
29925,GMPPB
29926,GMPPA
29927,SEC61A1
29930,PCDHB1
79083,MLPH
259307,IL4I1
79085,SLC25A23
29933,GPR132
29940,DSE
79094,CHAC1
79097,TRIM48
29946,SERTAD3
84107,ZIC4
29948,OSGIN1
29950,SERTAD1
29953,TRHDE
79109,MAPKAP1
29968,PSAT1
29970,SCHIP1
29974,A1CF
29979,UBQLN1
79132,DHX58
29980,DONSON
29984,RHOD
29988,SLC2A8
79145,CHCHD7
29993,PACSIN1
29994,BAZ2B
29998,BICRA
30000,TNPO2
30001,ERO1A
79158,GNPTAB
30008,EFEMP2
79161,TMEM243
30012,TLX3
79184,BRCC3
128338,DRAM2
79190,IRX6
341350,OVCH1
341359,SYT10
161176,SYNE3
79269,DCAF10
374291,NDUFS7
128553,TSHZ2
63035,BCORL1
439915,KRTAP5-5
374393,FAM111B
341640,FREM2
128674,PROKR2
79577,CDC73
79586,CHPF
79591,ARMH3
79602,ADIPOR2
79607,FAM118B
390916,NUDT19
79629,OCEL1
112398,EGLN2
112399,EGLN3
79633,FAT4
79644,SRD5A3
440093,H3-5
79651,RHBDF2
79658,ARHGAP10
79668,PARP8
79677,SMC6
79689,STEAP4
79693,YRDC
79696,ZC2HC1C
112464,CAVIN3
79705,LRRK1
79709,COLGALT1
79710,MORC4
79711,IPO4
79718,TBL1XR1
79720,VPS37B
145264,SERPINA12
79728,PALB2
79733,E2F8
79754,ASB13
79759,ZNF668
79776,ZFHX4
79791,FBXO31
79799,UGT2A3
79800,CARF
161725,OTUD7A
653247,PRB2
79810,PTCD2
79822,ARHGAP28
440275,EIF2AK4
79839,CCDC102B
79841,AGBL2
79849,PDZD3
79875,THSD4
79882,ZC3H14
79883,PODNL1
79885,HDAC11
79892,MCMBP
391189,OR11L1
391195,OR2T33
374819,LRRC37A3
79917,MAGIX
79937,CNTNAP3
112714,TUBA3E
116840,CNTROB
374864,CCDC178
79959,CEP76
30818,KCNIP3
79971,WLS
30819,KCNIP2
30827,CXXC1
79983,POF1B
374897,SBSN
30833,NT5C
30834,ZNRD1
30835,CD209
30836,DNTTIP2
30849,PIK3R4
30851,TAX1BP3
80004,ESRP2
80036,TRPM3
145581,LRFN5
653489,RGPD3
80059,LRRTM4
80070,ADAMTS20
80119,PIF1
80124,VCPIP1
80148,SLC66A2
80149,ZC3H12A
80201,HKDC1
80204,FBXO11
80205,CHD9
80209,PROSER1
63827,BCAN
80230,RUFY1
80243,PREX2
653689,GSTT2B
145788,C15orf65
63874,ABHD4
80270,HSD3B7
80273,GRPEL1
80274,SCUBE1
63891,RNF123
63895,PIEZO2
129446,XIRP2
80303,EFHD1
80304,WDCP
80309,SPHKAP
80310,PDGFD
80312,TET1
80314,EPC1
80324,PUS1
80326,WNT10A
375248,ANKRD36
80336,PABPC1L
80344,DCAF11
63973,NEUROG2
63976,PRDM16
653808,ZG16
80380,PDCD1LG2
80381,CD276
64005,MYO1G
375318,AQP12A
375323,LHFPL4
64061,TSPYL2
64065,PERP
129607,CMPK2
64072,CDH23
64077,LHPP
64084,CLSTN2
64087,MCCC2
129642,MBOAT2
64108,RTP4
64109,CRLF2
64116,SLC39A8
64122,FN3K
64123,ADGRL4
64127,NOD2
64132,XYLT2
64135,IFIH1
64137,ABCG4
64145,RBSN
129684,CNTNAP5
375449,MAST4
64167,ERAP2
64175,P3H1
64180,DPEP3
441024,MTHFD2L
64215,DNAJC1
64216,TFB2M
64225,ATL2
64241,ABCG8
64282,TENT4B
64284,RAB17
113457,TUBA3D
375612,LHFPL3
64321,SOX17
64324,NSD1
64328,XPO4
64332,NFKBIZ
64375,IKZF4
80760,ITIH5
64377,CHST8
80777,CYB5B
64393,ZMAT3
64395,GMCL1
342926,ZNF677
64398,MPP5
64403,CDH24
64411,ARAP3
64421,DCLRE1C
64430,PCNX4
80816,ASXL3
80824,DUSP16
80829,ZFP91
80830,APOL6
80853,KDM7A
64478,CSMD1
375775,PNPLA7
375790,AGRN
343066,AADACL4
64577,ALDH8A1
425054,VCX3B
146547,PRSS36
343171,OR2W3
81027,TUBB1
81029,WNT5B
81030,ZBP1
162968,ZNF497
64689,GORASP1
64699,TMPRSS3
113878,DTX2
64750,SMURF2
64761,PARP12
64764,CREB3L2
64782,AEN
64783,RBM15
64784,CRTC3
64785,GINS3
64787,EPS8L2
64798,DEPTOR
146754,DNAH2
146760,RTN4RL1
64840,PORCN
64857,PLEKHG2
64858,DCLRE1B
64859,NABP1
64866,CDCP1
343406,OR10R2
64919,BCL11B
64924,SLC30A5
146850,PIK3R6
64960,MRPS15
64963,MRPS11
130507,UBR3
64976,MRPL40
64981,MRPL34
114134,SLC2A13
146909,KIF18B
65003,MRPL11
65005,MRPL9
65018,PINK1
359948,IRF2BP2
163351,GBP6
130589,GALM
65055,REEP1
65057,ACD
147007,TMEM199
65109,UPF3B
81501,DCSTAMP
65124,SOWAHC
65125,WNK1
81539,SLC38A1
81542,TMX1
81558,FAM117A
114327,EFHC1
81566,CSRNP2
81570,CLPB
81579,PLA2G12A
376497,SLC27A1
65217,PCDH15
81602,CDADC1
65220,NADK
81607,NECTIN4
81608,FIP1L1
81611,ANP32E
81614,NIPA2
81617,CAB39L
81624,DIAPH3
147179,WIPF2
65266,WNK4
65268,WNK2
130814,SLC66A3
163590,TOR1AIP2
81689,ISCA1
81704,DOCK8
196410,METTL7B
442213,PTCHD4
114548,NLRP3
81792,ADAMTS12
114569,MAL2
81831,NETO2
81839,VANGL1
196528,ARID2
81848,SPRY4
114625,ERMAP
163786,SASS6
81873,ARPC5L
81875,ISG20L2
81887,LAS1L
81894,SLC25A28
442361,OR2A2
283651,HMGN2P46
3044,HBBP1
57731,SPTBN4
50854,SNHG32
84809,CROCCP2
3817,KLK2
25804,LSM4
7503,XIST
26255,PTTG3P
11217,AKAP2
404019,HSP90B1
387638,C10orf113
5820,PVT1
51135,IRAK4
