Compound,Channel,Experiment,Dose,Response
Zolinza,CAOV3,0,0.0019,-19.900000000000006
Zolinza,CAOV3,1,0.0019,-12.5
Zolinza,CAOV3,2,0.0019,-12.599999999999994
Zolinza,CAOV3,3,0.0019,-11.099999999999994
Zolinza,CAOV3,4,0.0019,-0.20000000000000284
Zolinza,CAOV3,5,0.0019,9.0
Zolinza,CAOV3,0,0.0055,-3.299999999999997
Zolinza,CAOV3,1,0.0055,-5.5
Zolinza,CAOV3,2,0.0055,3.799999999999997
Zolinza,CAOV3,3,0.0055,-15.199999999999989
Zolinza,CAOV3,4,0.0055,15.0
Zolinza,CAOV3,5,0.0055,1.2000000000000028
Zolinza,CAOV3,0,0.017,-10.800000000000011
Zolinza,CAOV3,1,0.017,2.799999999999997
Zolinza,CAOV3,2,0.017,2.700000000000003
Zolinza,CAOV3,3,0.017,-27.299999999999997
Zolinza,CAOV3,4,0.017,-1.8999999999999915
Zolinza,CAOV3,5,0.017,11.0
Zolinza,CAOV3,0,0.05,10.200000000000003
Zolinza,CAOV3,1,0.05,-4.6000000000000085
Zolinza,CAOV3,2,0.05,0.20000000000000284
Zolinza,CAOV3,3,0.05,0.9000000000000057
Zolinza,CAOV3,4,0.05,-3.499999999999986
Zolinza,CAOV3,5,0.05,10.5
Zolinza,CAOV3,0,0.15,-17.900000000000006
Zolinza,CAOV3,1,0.15,-10.600000000000009
Zolinza,CAOV3,2,0.15,-8.299999999999997
Zolinza,CAOV3,3,0.15,0.7000000000000028
Zolinza,CAOV3,4,0.15,-27.89999999999999
Zolinza,CAOV3,5,0.15,-21.599999999999994
Zolinza,CAOV3,0,0.45,7.199999999999989
Zolinza,CAOV3,1,0.45,26.5
Zolinza,CAOV3,2,0.45,4.200000000000003
Zolinza,CAOV3,3,0.45,10.599999999999994
Zolinza,CAOV3,4,0.45,8.899999999999991
Zolinza,CAOV3,5,0.45,25.200000000000003
Zolinza,CAOV3,0,1.4,10.0
Zolinza,CAOV3,1,1.4,25.700000000000003
Zolinza,CAOV3,2,1.4,31.099999999999994
Zolinza,CAOV3,3,1.4,22.400000000000006
Zolinza,CAOV3,4,1.4,2.0
Zolinza,CAOV3,5,1.4,35.2
Zolinza,CAOV3,0,4.0,35.7
Zolinza,CAOV3,1,4.0,53.5
Zolinza,CAOV3,2,4.0,49.2
Zolinza,CAOV3,3,4.0,43.7
Zolinza,CAOV3,4,4.0,40.5
Zolinza,CAOV3,5,4.0,45.3
Zolinza,COLO320DM,0,0.0019,13.5
Zolinza,COLO320DM,1,0.0019,0.5
Zolinza,COLO320DM,2,0.0019,-11.299999999999997
Zolinza,COLO320DM,3,0.0019,-3.6000000000000085
Zolinza,COLO320DM,4,0.0019,10.200000000000003
Zolinza,COLO320DM,5,0.0019,11.200000000000003
Zolinza,COLO320DM,0,0.0055,5.400000000000006
Zolinza,COLO320DM,1,0.0055,-18.700000000000003
Zolinza,COLO320DM,2,0.0055,-14.599999999999994
Zolinza,COLO320DM,3,0.0055,-8.5
Zolinza,COLO320DM,4,0.0055,3.6000000000000085
Zolinza,COLO320DM,5,0.0055,22.299999999999997
Zolinza,COLO320DM,0,0.017,15.700000000000003
Zolinza,COLO320DM,1,0.017,11.0
Zolinza,COLO320DM,2,0.017,-12.200000000000017
Zolinza,COLO320DM,3,0.017,-18.30000000000001
Zolinza,COLO320DM,4,0.017,-8.200000000000003
Zolinza,COLO320DM,5,0.017,10.900000000000006
Zolinza,COLO320DM,0,0.05,8.5
Zolinza,COLO320DM,1,0.05,-29.0
Zolinza,COLO320DM,2,0.05,0.9000000000000057
Zolinza,COLO320DM,3,0.05,-19.900000000000006
Zolinza,COLO320DM,4,0.05,-10.900000000000006
Zolinza,COLO320DM,5,0.05,5.6000000000000085
Zolinza,COLO320DM,0,0.15,-2.4000000000000057
Zolinza,COLO320DM,1,0.15,-0.4999999999999858
Zolinza,COLO320DM,2,0.15,-12.599999999999994
Zolinza,COLO320DM,3,0.15,18.700000000000003
Zolinza,COLO320DM,4,0.15,-15.900000000000006
Zolinza,COLO320DM,5,0.15,-9.600000000000009
Zolinza,COLO320DM,0,0.45,-10.099999999999994
Zolinza,COLO320DM,1,0.45,17.799999999999997
Zolinza,COLO320DM,2,0.45,10.799999999999997
Zolinza,COLO320DM,3,0.45,0.9000000000000057
Zolinza,COLO320DM,4,0.45,5.900000000000006
Zolinza,COLO320DM,5,0.45,18.5
Zolinza,COLO320DM,0,1.4,59.4
Zolinza,COLO320DM,1,1.4,70.0
Zolinza,COLO320DM,2,1.4,61.0
Zolinza,COLO320DM,3,1.4,63.1
Zolinza,COLO320DM,4,1.4,64.8
Zolinza,COLO320DM,5,1.4,73.7
Zolinza,COLO320DM,0,4.0,96.5
Zolinza,COLO320DM,1,4.0,96.5
Zolinza,COLO320DM,2,4.0,97.4
Zolinza,COLO320DM,3,4.0,95.2
Zolinza,COLO320DM,4,4.0,96.6
Zolinza,COLO320DM,5,4.0,96.3
Zolinza,DLD1,0,0.0019,7.699999999999989
Zolinza,DLD1,1,0.0019,10.299999999999997
Zolinza,DLD1,2,0.0019,-0.7999999999999972
Zolinza,DLD1,3,0.0019,-7.5
Zolinza,DLD1,4,0.0019,2.700000000000003
Zolinza,DLD1,5,0.0019,-1.4999999999999858
Zolinza,DLD1,0,0.0055,10.5
Zolinza,DLD1,1,0.0055,13.299999999999997
Zolinza,DLD1,2,0.0055,12.200000000000003
Zolinza,DLD1,3,0.0055,-1.7999999999999972
Zolinza,DLD1,4,0.0055,-0.09999999999999432
Zolinza,DLD1,5,0.0055,1.7000000000000028
Zolinza,DLD1,0,0.017,9.599999999999994
Zolinza,DLD1,1,0.017,9.099999999999994
Zolinza,DLD1,2,0.017,-2.299999999999997
Zolinza,DLD1,3,0.017,5.200000000000003
Zolinza,DLD1,4,0.017,0.20000000000000284
Zolinza,DLD1,5,0.017,8.899999999999991
Zolinza,DLD1,0,0.05,12.5
Zolinza,DLD1,1,0.05,12.299999999999997
Zolinza,DLD1,2,0.05,1.7000000000000028
Zolinza,DLD1,3,0.05,-4.200000000000003
Zolinza,DLD1,4,0.05,3.700000000000003
Zolinza,DLD1,5,0.05,3.799999999999997
Zolinza,DLD1,0,0.15,-8.800000000000011
Zolinza,DLD1,1,0.15,-8.099999999999994
Zolinza,DLD1,2,0.15,-4.200000000000003
Zolinza,DLD1,3,0.15,-6.8999999999999915
Zolinza,DLD1,4,0.15,-8.700000000000003
Zolinza,DLD1,5,0.15,-9.899999999999991
Zolinza,DLD1,0,0.45,-7.5
Zolinza,DLD1,1,0.45,-12.000000000000014
Zolinza,DLD1,2,0.45,22.0
Zolinza,DLD1,3,0.45,0.5999999999999943
Zolinza,DLD1,4,0.45,16.599999999999994
Zolinza,DLD1,5,0.45,-5.90000000000002
Zolinza,DLD1,0,1.4,15.900000000000006
Zolinza,DLD1,1,1.4,4.900000000000006
Zolinza,DLD1,2,1.4,23.0
Zolinza,DLD1,3,1.4,21.700000000000003
Zolinza,DLD1,4,1.4,10.5
Zolinza,DLD1,5,1.4,11.700000000000003
Zolinza,DLD1,0,4.0,80.0
Zolinza,DLD1,1,4.0,83.0
Zolinza,DLD1,2,4.0,89.1
Zolinza,DLD1,3,4.0,85.1
Zolinza,DLD1,4,4.0,78.3
Zolinza,DLD1,5,4.0,84.0
Zolinza,EFM192B,0,0.0019,-0.7999999999999972
Zolinza,EFM192B,1,0.0019,7.299999999999997
Zolinza,EFM192B,2,0.0019,-4.800000000000011
Zolinza,EFM192B,3,0.0019,5.700000000000003
Zolinza,EFM192B,4,0.0019,-5.400000000000006
Zolinza,EFM192B,5,0.0019,5.0
Zolinza,EFM192B,0,0.0055,-2.200000000000003
Zolinza,EFM192B,1,0.0055,3.299999999999997
Zolinza,EFM192B,2,0.0055,0.4000000000000057
Zolinza,EFM192B,3,0.0055,0.09999999999999432
Zolinza,EFM192B,4,0.0055,5.800000000000011
Zolinza,EFM192B,5,0.0055,5.200000000000003
Zolinza,EFM192B,0,0.017,-5.400000000000006
Zolinza,EFM192B,1,0.017,16.5
Zolinza,EFM192B,2,0.017,0.5
Zolinza,EFM192B,3,0.017,6.299999999999997
Zolinza,EFM192B,4,0.017,0.20000000000000284
Zolinza,EFM192B,5,0.017,8.899999999999991
Zolinza,EFM192B,0,0.05,0.4000000000000057
Zolinza,EFM192B,1,0.05,3.4000000000000057
Zolinza,EFM192B,2,0.05,12.700000000000003
Zolinza,EFM192B,3,0.05,-2.0999999999999943
Zolinza,EFM192B,4,0.05,-6.8999999999999915
Zolinza,EFM192B,5,0.05,13.099999999999994
Zolinza,EFM192B,0,0.15,8.200000000000003
Zolinza,EFM192B,1,0.15,-11.099999999999994
Zolinza,EFM192B,2,0.15,-1.0
Zolinza,EFM192B,3,0.15,5.700000000000003
Zolinza,EFM192B,4,0.15,-9.099999999999994
Zolinza,EFM192B,5,0.15,-5.5
Zolinza,EFM192B,0,0.45,35.0
Zolinza,EFM192B,1,0.45,-1.0
Zolinza,EFM192B,2,0.45,1.9000000000000057
Zolinza,EFM192B,3,0.45,6.0
Zolinza,EFM192B,4,0.45,1.5999999999999943
Zolinza,EFM192B,5,0.45,9.599999999999994
Zolinza,EFM192B,0,1.4,20.599999999999994
Zolinza,EFM192B,1,1.4,32.5
Zolinza,EFM192B,2,1.4,17.299999999999997
Zolinza,EFM192B,3,1.4,30.799999999999997
Zolinza,EFM192B,4,1.4,17.900000000000006
Zolinza,EFM192B,5,1.4,31.799999999999997
Zolinza,EFM192B,0,4.0,85.2
Zolinza,EFM192B,1,4.0,78.2
Zolinza,EFM192B,2,4.0,81.3
Zolinza,EFM192B,3,4.0,79.7
Zolinza,EFM192B,4,4.0,81.6
Zolinza,EFM192B,5,4.0,80.1
Zolinza,ES2,0,0.0019,5.1000000000000085
Zolinza,ES2,1,0.0019,21.5
Zolinza,ES2,2,0.0019,-2.0999999999999943
Zolinza,ES2,3,0.0019,-8.899999999999991
Zolinza,ES2,4,0.0019,-9.000000000000014
Zolinza,ES2,5,0.0019,-20.599999999999994
Zolinza,ES2,0,0.0055,-8.899999999999991
Zolinza,ES2,1,0.0055,11.200000000000003
Zolinza,ES2,2,0.0055,2.6000000000000085
Zolinza,ES2,3,0.0055,-2.200000000000003
Zolinza,ES2,4,0.0055,-3.799999999999997
Zolinza,ES2,5,0.0055,-4.5
Zolinza,ES2,0,0.017,-0.29999999999998295
Zolinza,ES2,1,0.017,20.700000000000003
Zolinza,ES2,2,0.017,-3.8999999999999915
Zolinza,ES2,3,0.017,-6.299999999999997
Zolinza,ES2,4,0.017,-8.700000000000003
Zolinza,ES2,5,0.017,-3.6000000000000085
Zolinza,ES2,0,0.05,-6.299999999999997
Zolinza,ES2,1,0.05,-10.900000000000006
Zolinza,ES2,2,0.05,-5.699999999999989
Zolinza,ES2,3,0.05,-6.8999999999999915
Zolinza,ES2,4,0.05,-7.0
Zolinza,ES2,5,0.05,-17.599999999999994
Zolinza,ES2,0,0.15,-0.20000000000000284
Zolinza,ES2,1,0.15,-9.700000000000003
Zolinza,ES2,2,0.15,-0.4999999999999858
Zolinza,ES2,3,0.15,18.400000000000006
Zolinza,ES2,4,0.15,1.5999999999999943
Zolinza,ES2,5,0.15,6.299999999999997
Zolinza,ES2,0,0.45,10.400000000000006
Zolinza,ES2,1,0.45,2.1000000000000085
Zolinza,ES2,2,0.45,14.299999999999997
Zolinza,ES2,3,0.45,4.800000000000011
Zolinza,ES2,4,0.45,9.700000000000003
Zolinza,ES2,5,0.45,-3.299999999999997
Zolinza,ES2,0,1.4,45.8
Zolinza,ES2,1,1.4,27.099999999999994
Zolinza,ES2,2,1.4,55.9
Zolinza,ES2,3,1.4,45.49999999999999
Zolinza,ES2,4,1.4,51.5
Zolinza,ES2,5,1.4,41.7
Zolinza,ES2,0,4.0,90.3
Zolinza,ES2,1,4.0,85.3
Zolinza,ES2,2,4.0,93.6
Zolinza,ES2,3,4.0,85.6
Zolinza,ES2,4,4.0,89.9
Zolinza,ES2,5,4.0,86.1
Zolinza,HCT116,0,0.0019,11.0
Zolinza,HCT116,1,0.0019,21.299999999999997
Zolinza,HCT116,2,0.0019,-8.0
Zolinza,HCT116,3,0.0019,0.20000000000000284
Zolinza,HCT116,4,0.0019,4.900000000000006
Zolinza,HCT116,5,0.0019,3.4000000000000057
Zolinza,HCT116,0,0.0055,16.200000000000003
Zolinza,HCT116,1,0.0055,19.599999999999994
Zolinza,HCT116,2,0.0055,-8.099999999999994
Zolinza,HCT116,3,0.0055,3.299999999999997
Zolinza,HCT116,4,0.0055,5.5
Zolinza,HCT116,5,0.0055,1.5999999999999943
Zolinza,HCT116,0,0.017,9.899999999999991
Zolinza,HCT116,1,0.017,15.599999999999994
Zolinza,HCT116,2,0.017,-1.2000000000000028
Zolinza,HCT116,3,0.017,2.5
Zolinza,HCT116,4,0.017,-0.4000000000000057
Zolinza,HCT116,5,0.017,2.5
Zolinza,HCT116,0,0.05,13.400000000000006
Zolinza,HCT116,1,0.05,25.599999999999994
Zolinza,HCT116,2,0.05,-7.099999999999994
Zolinza,HCT116,3,0.05,7.8999999999999915
Zolinza,HCT116,4,0.05,-0.5999999999999943
Zolinza,HCT116,5,0.05,1.9000000000000057
Zolinza,HCT116,0,0.15,-3.0
Zolinza,HCT116,1,0.15,-0.4999999999999858
Zolinza,HCT116,2,0.15,-1.7999999999999972
Zolinza,HCT116,3,0.15,-15.999999999999986
Zolinza,HCT116,4,0.15,2.0
Zolinza,HCT116,5,0.15,12.0
Zolinza,HCT116,0,0.45,2.799999999999997
Zolinza,HCT116,1,0.45,-1.0
Zolinza,HCT116,2,0.45,0.9000000000000057
Zolinza,HCT116,3,0.45,12.900000000000006
Zolinza,HCT116,4,0.45,14.200000000000003
Zolinza,HCT116,5,0.45,9.200000000000003
Zolinza,HCT116,0,1.4,62.3
Zolinza,HCT116,1,1.4,64.6
Zolinza,HCT116,2,1.4,48.8
Zolinza,HCT116,3,1.4,58.2
Zolinza,HCT116,4,1.4,60.3
Zolinza,HCT116,5,1.4,59.599999999999994
Zolinza,HCT116,0,4.0,94.4
Zolinza,HCT116,1,4.0,94.0
Zolinza,HCT116,2,4.0,95.2
Zolinza,HCT116,3,4.0,94.1
Zolinza,HCT116,4,4.0,93.6
Zolinza,HCT116,5,4.0,93.7
Zolinza,HT144,0,0.0019,6.799999999999997
Zolinza,HT144,1,0.0019,9.700000000000003
Zolinza,HT144,2,0.0019,-11.600000000000009
Zolinza,HT144,3,0.0019,-4.90000000000002
Zolinza,HT144,4,0.0019,-1.4000000000000057
Zolinza,HT144,5,0.0019,-3.299999999999997
Zolinza,HT144,0,0.0055,3.799999999999997
Zolinza,HT144,1,0.0055,0.5999999999999943
Zolinza,HT144,2,0.0055,-3.4000000000000057
Zolinza,HT144,3,0.0055,-0.7999999999999972
Zolinza,HT144,4,0.0055,-4.5
Zolinza,HT144,5,0.0055,-6.699999999999989
Zolinza,HT144,0,0.017,-1.6999999999999886
Zolinza,HT144,1,0.017,1.4000000000000057
Zolinza,HT144,2,0.017,-7.400000000000006
Zolinza,HT144,3,0.017,-0.8999999999999915
Zolinza,HT144,4,0.017,5.200000000000003
Zolinza,HT144,5,0.017,13.0
Zolinza,HT144,0,0.05,5.900000000000006
Zolinza,HT144,1,0.05,3.299999999999997
Zolinza,HT144,2,0.05,-5.90000000000002
Zolinza,HT144,3,0.05,-5.200000000000003
Zolinza,HT144,4,0.05,-10.400000000000006
Zolinza,HT144,5,0.05,-0.4000000000000057
Zolinza,HT144,0,0.15,-10.299999999999997
Zolinza,HT144,1,0.15,-4.90000000000002
Zolinza,HT144,2,0.15,-1.2000000000000028
Zolinza,HT144,3,0.15,2.1000000000000085
Zolinza,HT144,4,0.15,-10.700000000000003
Zolinza,HT144,5,0.15,-8.600000000000009
Zolinza,HT144,0,0.45,-0.20000000000000284
Zolinza,HT144,1,0.45,0.7000000000000028
Zolinza,HT144,2,0.45,16.900000000000006
Zolinza,HT144,3,0.45,9.899999999999991
Zolinza,HT144,4,0.45,8.5
Zolinza,HT144,5,0.45,17.0
Zolinza,HT144,0,1.4,30.5
Zolinza,HT144,1,1.4,32.900000000000006
Zolinza,HT144,2,1.4,34.7
Zolinza,HT144,3,1.4,44.7
Zolinza,HT144,4,1.4,34.099999999999994
Zolinza,HT144,5,1.4,34.2
Zolinza,HT144,0,4.0,82.8
Zolinza,HT144,1,4.0,87.0
Zolinza,HT144,2,4.0,89.2
Zolinza,HT144,3,4.0,85.9
Zolinza,HT144,4,4.0,82.8
Zolinza,HT144,5,4.0,83.5
Zolinza,HT29,0,0.0019,10.700000000000003
Zolinza,HT29,1,0.0019,9.099999999999994
Zolinza,HT29,2,0.0019,-5.200000000000003
Zolinza,HT29,3,0.0019,-9.400000000000006
Zolinza,HT29,4,0.0019,5.400000000000006
Zolinza,HT29,5,0.0019,12.0
Zolinza,HT29,0,0.0055,-6.200000000000003
Zolinza,HT29,1,0.0055,1.5999999999999943
Zolinza,HT29,2,0.0055,-9.200000000000003
Zolinza,HT29,3,0.0055,-14.700000000000003
Zolinza,HT29,4,0.0055,0.5
Zolinza,HT29,5,0.0055,7.699999999999989
Zolinza,HT29,0,0.017,8.200000000000003
Zolinza,HT29,1,0.017,-0.29999999999998295
Zolinza,HT29,2,0.017,-2.8999999999999915
Zolinza,HT29,3,0.017,-6.0
Zolinza,HT29,4,0.017,5.5
Zolinza,HT29,5,0.017,-3.200000000000003
Zolinza,HT29,0,0.05,-3.299999999999997
Zolinza,HT29,1,0.05,2.700000000000003
Zolinza,HT29,2,0.05,-0.09999999999999432
Zolinza,HT29,3,0.05,-0.4999999999999858
Zolinza,HT29,4,0.05,11.700000000000003
Zolinza,HT29,5,0.05,2.1000000000000085
Zolinza,HT29,0,0.15,12.5
Zolinza,HT29,1,0.15,5.5
Zolinza,HT29,2,0.15,9.099999999999994
Zolinza,HT29,3,0.15,16.599999999999994
Zolinza,HT29,4,0.15,-1.0999999999999943
Zolinza,HT29,5,0.15,-17.0
Zolinza,HT29,0,0.45,14.299999999999997
Zolinza,HT29,1,0.45,3.1000000000000085
Zolinza,HT29,2,0.45,47.599999999999994
Zolinza,HT29,3,0.45,14.599999999999994
Zolinza,HT29,4,0.45,11.599999999999994
Zolinza,HT29,5,0.45,15.299999999999997
Zolinza,HT29,0,1.4,57.0
Zolinza,HT29,1,1.4,53.0
Zolinza,HT29,2,1.4,60.3
Zolinza,HT29,3,1.4,56.9
Zolinza,HT29,4,1.4,47.9
Zolinza,HT29,5,1.4,51.0
Zolinza,HT29,0,4.0,95.8
Zolinza,HT29,1,4.0,96.9
Zolinza,HT29,2,4.0,97.0
Zolinza,HT29,3,4.0,97.3
Zolinza,HT29,4,4.0,95.7
Zolinza,HT29,5,4.0,95.2
Zolinza,KPL1,0,0.0019,10.700000000000003
Zolinza,KPL1,1,0.0019,11.200000000000003
Zolinza,KPL1,2,0.0019,1.0999999999999943
Zolinza,KPL1,3,0.0019,8.899999999999991
Zolinza,KPL1,4,0.0019,-8.5
Zolinza,KPL1,5,0.0019,-2.4000000000000057
Zolinza,KPL1,0,0.0055,9.899999999999991
Zolinza,KPL1,1,0.0055,14.099999999999994
Zolinza,KPL1,2,0.0055,-8.800000000000011
Zolinza,KPL1,3,0.0055,-21.599999999999994
Zolinza,KPL1,4,0.0055,-5.0
Zolinza,KPL1,5,0.0055,1.4000000000000057
Zolinza,KPL1,0,0.017,8.5
Zolinza,KPL1,1,0.017,11.799999999999997
Zolinza,KPL1,2,0.017,-4.800000000000011
Zolinza,KPL1,3,0.017,-6.299999999999997
Zolinza,KPL1,4,0.017,-7.200000000000003
Zolinza,KPL1,5,0.017,5.800000000000011
Zolinza,KPL1,0,0.05,0.20000000000000284
Zolinza,KPL1,1,0.05,12.900000000000006
Zolinza,KPL1,2,0.05,-2.8999999999999915
Zolinza,KPL1,3,0.05,-3.4000000000000057
Zolinza,KPL1,4,0.05,-8.299999999999997
Zolinza,KPL1,5,0.05,3.299999999999997
Zolinza,KPL1,0,0.15,-7.299999999999997
Zolinza,KPL1,1,0.15,-5.5
Zolinza,KPL1,2,0.15,-13.199999999999989
Zolinza,KPL1,3,0.15,5.0
Zolinza,KPL1,4,0.15,-0.29999999999998295
Zolinza,KPL1,5,0.15,37.1
Zolinza,KPL1,0,0.45,10.400000000000006
Zolinza,KPL1,1,0.45,6.299999999999997
Zolinza,KPL1,2,0.45,19.5
Zolinza,KPL1,3,0.45,14.799999999999997
Zolinza,KPL1,4,0.45,12.700000000000003
Zolinza,KPL1,5,0.45,17.200000000000003
Zolinza,KPL1,0,1.4,36.9
Zolinza,KPL1,1,1.4,44.9
Zolinza,KPL1,2,1.4,38.800000000000004
Zolinza,KPL1,3,1.4,43.3
Zolinza,KPL1,4,1.4,40.2
Zolinza,KPL1,5,1.4,37.2
Zolinza,KPL1,0,4.0,50.29999999999999
Zolinza,KPL1,1,4.0,62.3
Zolinza,KPL1,2,4.0,61.4
Zolinza,KPL1,3,4.0,52.300000000000004
Zolinza,KPL1,4,4.0,58.800000000000004
Zolinza,KPL1,5,4.0,65.0
Zolinza,LNCAP,0,0.0019,15.400000000000006
Zolinza,LNCAP,1,0.0019,19.700000000000003
Zolinza,LNCAP,2,0.0019,-3.0
Zolinza,LNCAP,3,0.0019,15.599999999999994
Zolinza,LNCAP,4,0.0019,-16.39999999999999
Zolinza,LNCAP,5,0.0019,31.0
Zolinza,LNCAP,0,0.0055,9.200000000000003
Zolinza,LNCAP,1,0.0055,6.699999999999989
Zolinza,LNCAP,2,0.0055,-21.500000000000014
Zolinza,LNCAP,3,0.0055,-20.0
Zolinza,LNCAP,4,0.0055,8.599999999999994
Zolinza,LNCAP,5,0.0055,-13.700000000000003
Zolinza,LNCAP,0,0.017,13.700000000000003
Zolinza,LNCAP,1,0.017,31.0
Zolinza,LNCAP,2,0.017,5.300000000000011
Zolinza,LNCAP,3,0.017,-12.700000000000003
Zolinza,LNCAP,4,0.017,-45.19999999999999
Zolinza,LNCAP,5,0.017,14.700000000000003
Zolinza,LNCAP,0,0.05,12.900000000000006
Zolinza,LNCAP,1,0.05,5.200000000000003
Zolinza,LNCAP,2,0.05,-20.09999999999998
Zolinza,LNCAP,3,0.05,-4.099999999999994
Zolinza,LNCAP,4,0.05,28.400000000000006
Zolinza,LNCAP,5,0.05,3.299999999999997
Zolinza,LNCAP,0,0.15,4.0
Zolinza,LNCAP,1,0.15,31.599999999999994
Zolinza,LNCAP,2,0.15,-9.299999999999997
Zolinza,LNCAP,3,0.15,-2.499999999999986
Zolinza,LNCAP,4,0.15,-14.599999999999994
Zolinza,LNCAP,5,0.15,-19.09999999999998
Zolinza,LNCAP,0,0.45,43.2
Zolinza,LNCAP,1,0.45,29.799999999999997
Zolinza,LNCAP,2,0.45,10.599999999999994
Zolinza,LNCAP,3,0.45,10.099999999999994
Zolinza,LNCAP,4,0.45,16.400000000000006
Zolinza,LNCAP,5,0.45,16.599999999999994
Zolinza,LNCAP,0,1.4,68.8
Zolinza,LNCAP,1,1.4,21.5
Zolinza,LNCAP,2,1.4,-5.699999999999989
Zolinza,LNCAP,3,1.4,37.8
Zolinza,LNCAP,4,1.4,2.1000000000000085
Zolinza,LNCAP,5,1.4,65.5
Zolinza,LNCAP,0,4.0,83.3
Zolinza,LNCAP,1,4.0,68.7
Zolinza,LNCAP,2,4.0,75.1
Zolinza,LNCAP,3,4.0,72.19999999999999
Zolinza,LNCAP,4,4.0,43.99999999999999
Zolinza,LNCAP,5,4.0,73.8
Zolinza,LOVO,0,0.0019,27.0
Zolinza,LOVO,1,0.0019,-0.8999999999999915
Zolinza,LOVO,2,0.0019,-9.800000000000011
Zolinza,LOVO,3,0.0019,2.299999999999997
Zolinza,LOVO,4,0.0019,-5.800000000000011
Zolinza,LOVO,5,0.0019,8.099999999999994
Zolinza,LOVO,0,0.0055,20.200000000000003
Zolinza,LOVO,1,0.0055,-15.700000000000003
Zolinza,LOVO,2,0.0055,1.5999999999999943
Zolinza,LOVO,3,0.0055,-16.700000000000003
Zolinza,LOVO,4,0.0055,6.200000000000003
Zolinza,LOVO,5,0.0055,15.799999999999997
Zolinza,LOVO,0,0.017,9.599999999999994
Zolinza,LOVO,1,0.017,-10.400000000000006
Zolinza,LOVO,2,0.017,-3.6000000000000085
Zolinza,LOVO,3,0.017,-17.799999999999997
Zolinza,LOVO,4,0.017,-8.400000000000006
Zolinza,LOVO,5,0.017,28.700000000000003
Zolinza,LOVO,0,0.05,23.5
Zolinza,LOVO,1,0.05,20.599999999999994
Zolinza,LOVO,2,0.05,25.900000000000006
Zolinza,LOVO,3,0.05,-2.0
Zolinza,LOVO,4,0.05,-4.299999999999997
Zolinza,LOVO,5,0.05,16.299999999999997
Zolinza,LOVO,0,0.15,17.799999999999997
Zolinza,LOVO,1,0.15,1.5999999999999943
Zolinza,LOVO,2,0.15,-13.199999999999989
Zolinza,LOVO,3,0.15,8.0
Zolinza,LOVO,4,0.15,16.400000000000006
Zolinza,LOVO,5,0.15,-20.5
Zolinza,LOVO,0,0.45,24.299999999999997
Zolinza,LOVO,1,0.45,20.099999999999994
Zolinza,LOVO,2,0.45,47.4
Zolinza,LOVO,3,0.45,21.599999999999994
Zolinza,LOVO,4,0.45,18.299999999999997
Zolinza,LOVO,5,0.45,25.900000000000006
Zolinza,LOVO,0,1.4,65.5
Zolinza,LOVO,1,1.4,70.39999999999999
Zolinza,LOVO,2,1.4,57.9
Zolinza,LOVO,3,1.4,51.9
Zolinza,LOVO,4,1.4,65.9
Zolinza,LOVO,5,1.4,60.9
Zolinza,LOVO,0,4.0,97.2
Zolinza,LOVO,1,4.0,97.3
Zolinza,LOVO,2,4.0,97.2
Zolinza,LOVO,3,4.0,97.4
Zolinza,LOVO,4,4.0,97.9
Zolinza,LOVO,5,4.0,95.0
Zolinza,MDAMB436,0,0.0019,7.199999999999989
Zolinza,MDAMB436,1,0.0019,7.8999999999999915
Zolinza,MDAMB436,2,0.0019,-10.5
Zolinza,MDAMB436,3,0.0019,-14.700000000000003
Zolinza,MDAMB436,4,0.0019,-13.399999999999991
Zolinza,MDAMB436,5,0.0019,-6.099999999999994
Zolinza,MDAMB436,0,0.0055,-10.000000000000014
Zolinza,MDAMB436,1,0.0055,0.20000000000000284
Zolinza,MDAMB436,2,0.0055,3.799999999999997
Zolinza,MDAMB436,3,0.0055,-5.5
Zolinza,MDAMB436,4,0.0055,1.9000000000000057
Zolinza,MDAMB436,5,0.0055,-9.800000000000011
Zolinza,MDAMB436,0,0.017,0.9000000000000057
Zolinza,MDAMB436,1,0.017,3.0
Zolinza,MDAMB436,2,0.017,-7.0
Zolinza,MDAMB436,3,0.017,-22.799999999999997
Zolinza,MDAMB436,4,0.017,-8.099999999999994
Zolinza,MDAMB436,5,0.017,0.9000000000000057
Zolinza,MDAMB436,0,0.05,-4.200000000000003
Zolinza,MDAMB436,1,0.05,-0.5999999999999943
Zolinza,MDAMB436,2,0.05,-32.0
Zolinza,MDAMB436,3,0.05,1.5999999999999943
Zolinza,MDAMB436,4,0.05,-4.0
Zolinza,MDAMB436,5,0.05,-2.299999999999997
Zolinza,MDAMB436,0,0.15,5.0
Zolinza,MDAMB436,1,0.15,5.200000000000003
Zolinza,MDAMB436,2,0.15,-9.400000000000006
Zolinza,MDAMB436,3,0.15,2.1000000000000085
Zolinza,MDAMB436,4,0.15,-15.799999999999997
Zolinza,MDAMB436,5,0.15,-6.5
Zolinza,MDAMB436,0,0.45,5.0
Zolinza,MDAMB436,1,0.45,4.0
Zolinza,MDAMB436,2,0.45,17.900000000000006
Zolinza,MDAMB436,3,0.45,8.0
Zolinza,MDAMB436,4,0.45,8.799999999999997
Zolinza,MDAMB436,5,0.45,4.200000000000003
