Compound,Channel,Experiment,Dose,Response
SN-38,OVCAR3,0,0.00018999999999999998,1.006
SN-38,OVCAR3,1,0.00018999999999999998,0.82
SN-38,OVCAR3,2,0.00018999999999999998,0.889
SN-38,OVCAR3,3,0.00018999999999999998,0.764
SN-38,OVCAR3,4,0.00018999999999999998,1.008
SN-38,OVCAR3,5,0.00018999999999999998,0.873
SN-38,OVCAR3,0,0.00055,0.795
SN-38,OVCAR3,1,0.00055,0.701
SN-38,OVCAR3,2,0.00055,0.79
SN-38,OVCAR3,3,0.00055,0.745
SN-38,OVCAR3,4,0.00055,0.624
SN-38,OVCAR3,5,0.00055,0.645
SN-38,OVCAR3,0,0.0017,0.878
SN-38,OVCAR3,1,0.0017,0.8420000000000001
SN-38,OVCAR3,2,0.0017,0.897
SN-38,OVCAR3,3,0.0017,0.68
SN-38,OVCAR3,4,0.0017,0.743
SN-38,OVCAR3,5,0.0017,0.634
SN-38,OVCAR3,0,0.005,0.799
SN-38,OVCAR3,1,0.005,0.77
SN-38,OVCAR3,2,0.005,0.927
SN-38,OVCAR3,3,0.005,0.677
SN-38,OVCAR3,4,0.005,1.177
SN-38,OVCAR3,5,0.005,0.941
SN-38,PA1,0,2.2e-06,0.7809999999999999
SN-38,PA1,1,2.2e-06,0.86
SN-38,PA1,2,2.2e-06,0.934
SN-38,PA1,3,2.2e-06,1.0759999999999998
SN-38,PA1,4,2.2e-06,0.922
SN-38,PA1,5,2.2e-06,0.867
SN-38,PA1,0,6.5e-06,1.047
SN-38,PA1,1,6.5e-06,1.084
SN-38,PA1,2,6.5e-06,0.97
SN-38,PA1,3,6.5e-06,0.961
SN-38,PA1,4,6.5e-06,0.9209999999999999
SN-38,PA1,5,6.5e-06,1.107
SN-38,PA1,0,2e-05,0.85
SN-38,PA1,1,2e-05,0.8170000000000001
SN-38,PA1,2,2e-05,0.9670000000000001
SN-38,PA1,3,2e-05,1.1520000000000001
SN-38,PA1,4,2e-05,0.885
SN-38,PA1,5,2e-05,0.965
SN-38,PA1,0,5.9999999999999995e-05,0.945
SN-38,PA1,1,5.9999999999999995e-05,0.956
SN-38,PA1,2,5.9999999999999995e-05,0.915
SN-38,PA1,3,5.9999999999999995e-05,0.917
SN-38,PA1,4,5.9999999999999995e-05,0.971
SN-38,PA1,5,5.9999999999999995e-05,1.124
SN-38,PA1,0,0.00018999999999999998,1.0170000000000001
SN-38,PA1,1,0.00018999999999999998,1.036
SN-38,PA1,2,0.00018999999999999998,0.971
SN-38,PA1,3,0.00018999999999999998,0.715
SN-38,PA1,4,0.00018999999999999998,0.726
SN-38,PA1,5,0.00018999999999999998,0.725
SN-38,PA1,0,0.00055,0.8079999999999999
SN-38,PA1,1,0.00055,0.794
SN-38,PA1,2,0.00055,0.9470000000000001
SN-38,PA1,3,0.00055,0.855
SN-38,PA1,4,0.00055,0.61
SN-38,PA1,5,0.00055,0.6579999999999999
SN-38,PA1,0,0.0017,0.037000000000000005
SN-38,PA1,1,0.0017,0.073
SN-38,PA1,2,0.0017,0.091
SN-38,PA1,3,0.0017,0.07400000000000001
SN-38,PA1,4,0.0017,0.16699999999999998
SN-38,PA1,5,0.0017,0.10300000000000001
SN-38,PA1,0,0.005,0.023
SN-38,PA1,1,0.005,0.016
SN-38,PA1,2,0.005,0.026000000000000002
SN-38,PA1,3,0.005,0.023
SN-38,PA1,4,0.005,0.024
SN-38,PA1,5,0.005,0.024
SN-38,RKO,0,2.2e-06,0.8540000000000001
SN-38,RKO,1,2.2e-06,0.79
SN-38,RKO,2,2.2e-06,1.023
SN-38,RKO,3,2.2e-06,1.052
SN-38,RKO,4,2.2e-06,1.0070000000000001
SN-38,RKO,5,2.2e-06,0.888
SN-38,RKO,0,6.5e-06,0.807
SN-38,RKO,1,6.5e-06,0.765
SN-38,RKO,2,6.5e-06,0.7609999999999999
SN-38,RKO,3,6.5e-06,0.9129999999999999
SN-38,RKO,4,6.5e-06,1.149
SN-38,RKO,5,6.5e-06,1.038
SN-38,RKO,0,2e-05,0.785
SN-38,RKO,1,2e-05,0.758
SN-38,RKO,2,2e-05,1.035
SN-38,RKO,3,2e-05,1.038
SN-38,RKO,4,2e-05,0.9179999999999999
SN-38,RKO,5,2e-05,0.9740000000000001
SN-38,RKO,0,5.9999999999999995e-05,0.7759999999999999
SN-38,RKO,1,5.9999999999999995e-05,0.815
SN-38,RKO,2,5.9999999999999995e-05,0.858
SN-38,RKO,3,5.9999999999999995e-05,0.9059999999999999
SN-38,RKO,4,5.9999999999999995e-05,1.105
SN-38,RKO,5,5.9999999999999995e-05,1.032
SN-38,RKO,0,0.00018999999999999998,1.073
SN-38,RKO,1,0.00018999999999999998,1.08
SN-38,RKO,2,0.00018999999999999998,0.96
SN-38,RKO,3,0.00018999999999999998,1.001
SN-38,RKO,4,0.00018999999999999998,0.713
SN-38,RKO,5,0.00018999999999999998,0.725
SN-38,RKO,0,0.00055,1.09
SN-38,RKO,1,0.00055,1.043
SN-38,RKO,2,0.00055,1.057
SN-38,RKO,3,0.00055,1.073
SN-38,RKO,4,0.00055,0.607
SN-38,RKO,5,0.00055,0.684
SN-38,RKO,0,0.0017,0.998
SN-38,RKO,1,0.0017,0.966
SN-38,RKO,2,0.0017,0.8859999999999999
SN-38,RKO,3,0.0017,0.836
SN-38,RKO,4,0.0017,0.691
SN-38,RKO,5,0.0017,0.6990000000000001
SN-38,RKO,0,0.005,0.6659999999999999
SN-38,RKO,1,0.005,0.47200000000000003
SN-38,RKO,2,0.005,0.664
SN-38,RKO,3,0.005,0.508
SN-38,RKO,4,0.005,0.428
SN-38,RKO,5,0.005,0.45799999999999996
SN-38,RPMI7951,0,2.2e-06,0.977
SN-38,RPMI7951,1,2.2e-06,1.008
SN-38,RPMI7951,2,2.2e-06,1.087
SN-38,RPMI7951,3,2.2e-06,1.054
SN-38,RPMI7951,4,2.2e-06,1.037
SN-38,RPMI7951,5,2.2e-06,1.003
SN-38,RPMI7951,0,6.5e-06,0.941
SN-38,RPMI7951,1,6.5e-06,0.971
SN-38,RPMI7951,2,6.5e-06,0.919
SN-38,RPMI7951,3,6.5e-06,0.98
SN-38,RPMI7951,4,6.5e-06,1.003
SN-38,RPMI7951,5,6.5e-06,0.96
SN-38,RPMI7951,0,2e-05,0.9690000000000001
SN-38,RPMI7951,1,2e-05,1.0170000000000001
SN-38,RPMI7951,2,2e-05,1.053
SN-38,RPMI7951,3,2e-05,1.038
SN-38,RPMI7951,4,2e-05,0.981
SN-38,RPMI7951,5,2e-05,1.0659999999999998
SN-38,RPMI7951,0,5.9999999999999995e-05,0.953
SN-38,RPMI7951,1,5.9999999999999995e-05,0.971
SN-38,RPMI7951,2,5.9999999999999995e-05,0.8959999999999999
SN-38,RPMI7951,3,5.9999999999999995e-05,0.9520000000000001
SN-38,RPMI7951,4,5.9999999999999995e-05,0.966
SN-38,RPMI7951,5,5.9999999999999995e-05,1.084
SN-38,RPMI7951,0,0.00018999999999999998,1.011
SN-38,RPMI7951,1,0.00018999999999999998,1.041
SN-38,RPMI7951,2,0.00018999999999999998,1.0759999999999998
SN-38,RPMI7951,3,0.00018999999999999998,0.9790000000000001
SN-38,RPMI7951,4,0.00018999999999999998,0.9209999999999999
SN-38,RPMI7951,5,0.00018999999999999998,0.9179999999999999
SN-38,RPMI7951,0,0.00055,0.941
SN-38,RPMI7951,1,0.00055,0.8420000000000001
SN-38,RPMI7951,2,0.00055,0.998
SN-38,RPMI7951,3,0.00055,0.91
SN-38,RPMI7951,4,0.00055,0.91
SN-38,RPMI7951,5,0.00055,0.902
SN-38,RPMI7951,0,0.0017,0.8029999999999999
SN-38,RPMI7951,1,0.0017,0.852
SN-38,RPMI7951,2,0.0017,0.853
SN-38,RPMI7951,3,0.0017,0.726
SN-38,RPMI7951,4,0.0017,0.86
SN-38,RPMI7951,5,0.0017,0.72
SN-38,RPMI7951,0,0.005,0.413
SN-38,RPMI7951,1,0.005,0.397
SN-38,RPMI7951,2,0.005,0.40299999999999997
SN-38,RPMI7951,3,0.005,0.426
SN-38,RPMI7951,4,0.005,0.591
SN-38,RPMI7951,5,0.005,0.396
SN-38,SKMEL30,0,2.2e-06,0.9990000000000001
SN-38,SKMEL30,1,2.2e-06,0.953
SN-38,SKMEL30,2,2.2e-06,1.138
SN-38,SKMEL30,3,2.2e-06,1.121
SN-38,SKMEL30,4,2.2e-06,1.19
SN-38,SKMEL30,5,2.2e-06,1.1159999999999999
SN-38,SKMEL30,0,6.5e-06,0.963
SN-38,SKMEL30,1,6.5e-06,0.805
SN-38,SKMEL30,2,6.5e-06,1.033
SN-38,SKMEL30,3,6.5e-06,0.909
SN-38,SKMEL30,4,6.5e-06,1.0170000000000001
SN-38,SKMEL30,5,6.5e-06,1.122
SN-38,SKMEL30,0,2e-05,0.868
SN-38,SKMEL30,1,2e-05,0.826
SN-38,SKMEL30,2,2e-05,1.317
SN-38,SKMEL30,3,2e-05,1.112
SN-38,SKMEL30,4,2e-05,0.968
SN-38,SKMEL30,5,2e-05,0.9209999999999999
SN-38,SKMEL30,0,5.9999999999999995e-05,0.925
SN-38,SKMEL30,1,5.9999999999999995e-05,0.8690000000000001
SN-38,SKMEL30,2,5.9999999999999995e-05,0.893
SN-38,SKMEL30,3,5.9999999999999995e-05,0.888
SN-38,SKMEL30,4,5.9999999999999995e-05,0.895
SN-38,SKMEL30,5,5.9999999999999995e-05,1.095
SN-38,SKMEL30,0,0.00018999999999999998,1.367
SN-38,SKMEL30,1,0.00018999999999999998,1.064
SN-38,SKMEL30,2,0.00018999999999999998,1.173
SN-38,SKMEL30,3,0.00018999999999999998,1.123
SN-38,SKMEL30,4,0.00018999999999999998,0.8740000000000001
SN-38,SKMEL30,5,0.00018999999999999998,0.769
SN-38,SKMEL30,0,0.00055,1.1640000000000001
SN-38,SKMEL30,1,0.00055,1.222
SN-38,SKMEL30,2,0.00055,1.13
SN-38,SKMEL30,3,0.00055,1.063
SN-38,SKMEL30,4,0.00055,0.946
SN-38,SKMEL30,5,0.00055,0.7759999999999999
SN-38,SKMEL30,0,0.0017,1.1159999999999999
SN-38,SKMEL30,1,0.0017,1.035
SN-38,SKMEL30,2,0.0017,0.898
SN-38,SKMEL30,3,0.0017,0.7959999999999999
SN-38,SKMEL30,4,0.0017,0.8590000000000001
SN-38,SKMEL30,5,0.0017,0.73
SN-38,SKMEL30,0,0.005,0.402
SN-38,SKMEL30,1,0.005,0.507
SN-38,SKMEL30,2,0.005,0.455
SN-38,SKMEL30,3,0.005,0.457
SN-38,SKMEL30,4,0.005,0.455
SN-38,SKMEL30,5,0.005,0.461
SN-38,SKMES1,0,2.2e-06,0.8859999999999999
SN-38,SKMES1,1,2.2e-06,0.9570000000000001
SN-38,SKMES1,2,2.2e-06,0.997
SN-38,SKMES1,3,2.2e-06,0.9159999999999999
SN-38,SKMES1,4,2.2e-06,0.987
SN-38,SKMES1,5,2.2e-06,1.018
SN-38,SKMES1,0,6.5e-06,0.892
SN-38,SKMES1,1,6.5e-06,0.866
SN-38,SKMES1,2,6.5e-06,0.7509999999999999
SN-38,SKMES1,3,6.5e-06,0.919
SN-38,SKMES1,4,6.5e-06,1.052
SN-38,SKMES1,5,6.5e-06,1.065
SN-38,SKMES1,0,2e-05,0.937
SN-38,SKMES1,1,2e-05,0.888
SN-38,SKMES1,2,2e-05,1.001
SN-38,SKMES1,3,2e-05,0.961
SN-38,SKMES1,4,2e-05,0.9359999999999999
SN-38,SKMES1,5,2e-05,0.873
SN-38,SKMES1,0,5.9999999999999995e-05,0.9420000000000001
SN-38,SKMES1,1,5.9999999999999995e-05,0.9329999999999999
SN-38,SKMES1,2,5.9999999999999995e-05,0.955
SN-38,SKMES1,3,5.9999999999999995e-05,0.9159999999999999
SN-38,SKMES1,4,5.9999999999999995e-05,0.871
SN-38,SKMES1,5,5.9999999999999995e-05,1.023
SN-38,SKMES1,0,0.00018999999999999998,0.94
SN-38,SKMES1,1,0.00018999999999999998,1.018
SN-38,SKMES1,2,0.00018999999999999998,0.894
SN-38,SKMES1,3,0.00018999999999999998,0.965
SN-38,SKMES1,4,0.00018999999999999998,0.9259999999999999
SN-38,SKMES1,5,0.00018999999999999998,0.893
SN-38,SKMES1,0,0.00055,0.966
SN-38,SKMES1,1,0.00055,0.9279999999999999
SN-38,SKMES1,2,0.00055,1.08
SN-38,SKMES1,3,0.00055,0.968
SN-38,SKMES1,4,0.00055,0.848
SN-38,SKMES1,5,0.00055,0.953
SN-38,SKMES1,0,0.0017,0.981
SN-38,SKMES1,1,0.0017,1.025
SN-38,SKMES1,2,0.0017,0.914
SN-38,SKMES1,3,0.0017,1.048
SN-38,SKMES1,4,0.0017,0.92
SN-38,SKMES1,5,0.0017,1.01
SN-38,SKMES1,0,0.005,0.73
SN-38,SKMES1,1,0.005,0.7959999999999999
SN-38,SKMES1,2,0.005,0.8959999999999999
SN-38,SKMES1,3,0.005,0.867
SN-38,SKMES1,4,0.005,0.833
SN-38,SKMES1,5,0.005,0.7809999999999999
SN-38,SKOV3,0,2.2e-06,0.878
SN-38,SKOV3,1,2.2e-06,1.0979999999999999
SN-38,SKOV3,2,2.2e-06,0.976
SN-38,SKOV3,0,6.5e-06,0.9179999999999999
SN-38,SKOV3,1,6.5e-06,0.982
SN-38,SKOV3,2,6.5e-06,0.988
SN-38,SKOV3,0,2e-05,0.992
SN-38,SKOV3,1,2e-05,1.166
SN-38,SKOV3,2,2e-05,1.249
SN-38,SKOV3,0,5.9999999999999995e-05,0.8420000000000001
SN-38,SKOV3,1,5.9999999999999995e-05,0.917
SN-38,SKOV3,2,5.9999999999999995e-05,0.991
SN-38,SKOV3,0,0.00018999999999999998,1.193
SN-38,SKOV3,1,0.00018999999999999998,1.123
SN-38,SKOV3,2,0.00018999999999999998,0.998
SN-38,SKOV3,0,0.00055,0.945
SN-38,SKOV3,1,0.00055,0.946
SN-38,SKOV3,2,0.00055,1.0070000000000001
SN-38,SKOV3,0,0.0017,1.01
SN-38,SKOV3,1,0.0017,1.001
SN-38,SKOV3,2,0.0017,1.08
SN-38,SKOV3,0,0.005,0.627
SN-38,SKOV3,1,0.005,0.462
SN-38,SKOV3,2,0.005,0.616
SN-38,SW620,0,2.2e-06,0.863
SN-38,SW620,1,2.2e-06,0.932
SN-38,SW620,2,2.2e-06,1.072
SN-38,SW620,3,2.2e-06,1.14
SN-38,SW620,4,2.2e-06,1.043
SN-38,SW620,5,2.2e-06,1.084
SN-38,SW620,0,6.5e-06,0.9229999999999999
SN-38,SW620,1,6.5e-06,0.986
SN-38,SW620,2,6.5e-06,0.9590000000000001
SN-38,SW620,3,6.5e-06,0.9259999999999999
SN-38,SW620,4,6.5e-06,1.103
SN-38,SW620,5,6.5e-06,1.091
SN-38,SW620,0,2e-05,0.861
SN-38,SW620,1,2e-05,0.898
SN-38,SW620,2,2e-05,1.0390000000000001
SN-38,SW620,3,2e-05,1.186
SN-38,SW620,4,2e-05,1.056
SN-38,SW620,5,2e-05,1.0859999999999999
SN-38,SW620,0,5.9999999999999995e-05,0.976
SN-38,SW620,1,5.9999999999999995e-05,0.991
SN-38,SW620,2,5.9999999999999995e-05,0.9329999999999999
SN-38,SW620,3,5.9999999999999995e-05,0.897
SN-38,SW620,4,5.9999999999999995e-05,0.9490000000000001
SN-38,SW620,5,5.9999999999999995e-05,0.9540000000000001
SN-38,SW620,0,0.00018999999999999998,1.006
SN-38,SW620,1,0.00018999999999999998,1.1
SN-38,SW620,2,0.00018999999999999998,0.976
SN-38,SW620,3,0.00018999999999999998,0.94
SN-38,SW620,4,0.00018999999999999998,0.907
SN-38,SW620,5,0.00018999999999999998,0.93
SN-38,SW620,0,0.00055,0.9229999999999999
SN-38,SW620,1,0.00055,1.055
SN-38,SW620,2,0.00055,0.932
SN-38,SW620,3,0.00055,1.021
SN-38,SW620,4,0.00055,0.8370000000000001
SN-38,SW620,5,0.00055,0.877
SN-38,SW620,0,0.0017,0.66
SN-38,SW620,1,0.0017,0.674
SN-38,SW620,2,0.0017,0.693
SN-38,SW620,3,0.0017,0.598
SN-38,SW620,4,0.0017,0.768
SN-38,SW620,5,0.0017,0.6559999999999999
SN-38,SW620,0,0.005,0.209
SN-38,SW620,1,0.005,0.228
SN-38,SW620,2,0.005,0.284
SN-38,SW620,3,0.005,0.195
SN-38,SW620,4,0.005,0.257
SN-38,SW620,5,0.005,0.261
SN-38,SW837,0,2.2e-06,1.122
SN-38,SW837,1,2.2e-06,1.69
SN-38,SW837,2,2.2e-06,1.064
SN-38,SW837,3,2.2e-06,1.232
SN-38,SW837,4,2.2e-06,1.044
SN-38,SW837,5,2.2e-06,1.0290000000000001
SN-38,SW837,0,6.5e-06,1.056
SN-38,SW837,1,6.5e-06,0.838
SN-38,SW837,2,6.5e-06,1.214
SN-38,SW837,3,6.5e-06,0.828
SN-38,SW837,4,6.5e-06,0.855
SN-38,SW837,5,6.5e-06,1.357
SN-38,SW837,0,2e-05,1.161
SN-38,SW837,1,2e-05,0.335
SN-38,SW837,2,2e-05,0.9940000000000001
SN-38,SW837,3,2e-05,1.026
SN-38,SW837,4,2e-05,0.914
SN-38,SW837,5,2e-05,0.812
SN-38,SW837,0,5.9999999999999995e-05,1.0759999999999998
SN-38,SW837,1,5.9999999999999995e-05,0.7959999999999999
SN-38,SW837,2,5.9999999999999995e-05,0.735
SN-38,SW837,3,5.9999999999999995e-05,0.7240000000000001
SN-38,SW837,4,5.9999999999999995e-05,1.0090000000000001
SN-38,SW837,5,5.9999999999999995e-05,1.1179999999999999
SN-38,SW837,0,0.00018999999999999998,1.3559999999999999
SN-38,SW837,1,0.00018999999999999998,0.873
SN-38,SW837,2,0.00018999999999999998,0.983
SN-38,SW837,3,0.00018999999999999998,0.8390000000000001
SN-38,SW837,4,0.00018999999999999998,0.929
SN-38,SW837,5,0.00018999999999999998,1.0490000000000002
SN-38,SW837,0,0.00055,0.727
SN-38,SW837,1,0.00055,1.05
SN-38,SW837,2,0.00055,1.41
SN-38,SW837,3,0.00055,1.067
SN-38,SW837,4,0.00055,0.62
SN-38,SW837,5,0.00055,1.087
SN-38,SW837,0,0.0017,0.8490000000000001
SN-38,SW837,1,0.0017,0.76
SN-38,SW837,2,0.0017,0.741
SN-38,SW837,3,0.0017,0.672
SN-38,SW837,4,0.0017,0.6659999999999999
SN-38,SW837,5,0.0017,0.642
SN-38,SW837,0,0.005,0.588
SN-38,SW837,1,0.005,0.574
SN-38,SW837,2,0.005,0.713
SN-38,SW837,3,0.005,0.696
SN-38,SW837,4,0.005,0.574
SN-38,SW837,5,0.005,0.623
SN-38,T47D,0,2.2e-06,1.167
SN-38,T47D,1,2.2e-06,0.871
SN-38,T47D,2,2.2e-06,0.955
SN-38,T47D,3,2.2e-06,0.907
SN-38,T47D,4,2.2e-06,1.182
SN-38,T47D,5,2.2e-06,1.016
SN-38,T47D,0,6.5e-06,0.961
SN-38,T47D,1,6.5e-06,0.7070000000000001
SN-38,T47D,2,6.5e-06,1.234
SN-38,T47D,3,6.5e-06,1.3330000000000002
SN-38,T47D,4,6.5e-06,0.812
SN-38,T47D,5,6.5e-06,0.6970000000000001
SN-38,T47D,0,2e-05,0.95
SN-38,T47D,1,2e-05,0.845
SN-38,T47D,2,2e-05,1.197
SN-38,T47D,3,2e-05,0.978
SN-38,T47D,4,2e-05,1.115
SN-38,T47D,5,2e-05,1.4880000000000002
SN-38,T47D,0,5.9999999999999995e-05,1.287
SN-38,T47D,1,5.9999999999999995e-05,1.114
SN-38,T47D,2,5.9999999999999995e-05,0.987
SN-38,T47D,3,5.9999999999999995e-05,1.486
SN-38,T47D,4,5.9999999999999995e-05,0.835
SN-38,T47D,5,5.9999999999999995e-05,0.871
SN-38,T47D,0,0.00018999999999999998,1.0170000000000001
SN-38,T47D,1,0.00018999999999999998,0.818
SN-38,T47D,2,0.00018999999999999998,0.732
SN-38,T47D,3,0.00018999999999999998,0.971
SN-38,T47D,4,0.00018999999999999998,1.07
SN-38,T47D,5,0.00018999999999999998,0.9129999999999999
SN-38,T47D,0,0.00055,1.251
SN-38,T47D,1,0.00055,0.9690000000000001
SN-38,T47D,2,0.00055,1.1440000000000001
SN-38,T47D,3,0.00055,1.092
SN-38,T47D,4,0.00055,0.769
SN-38,T47D,5,0.00055,0.8029999999999999
SN-38,T47D,0,0.0017,0.87
SN-38,T47D,1,0.0017,0.753
SN-38,T47D,2,0.0017,0.816
SN-38,T47D,3,0.0017,0.68
SN-38,T47D,4,0.0017,1.189
SN-38,T47D,5,0.0017,0.95
SN-38,T47D,0,0.005,0.6559999999999999
SN-38,T47D,1,0.005,0.649
SN-38,T47D,2,0.005,0.522
SN-38,T47D,3,0.005,0.743
SN-38,T47D,4,0.005,0.514
SN-38,T47D,5,0.005,0.6859999999999999
SN-38,UACC62,0,2.2e-06,0.9009999999999999
SN-38,UACC62,1,2.2e-06,0.852
SN-38,UACC62,2,2.2e-06,1.1320000000000001
SN-38,UACC62,3,2.2e-06,0.985
SN-38,UACC62,4,2.2e-06,0.884
SN-38,UACC62,5,2.2e-06,0.889
SN-38,UACC62,0,6.5e-06,0.903
SN-38,UACC62,1,6.5e-06,0.991
SN-38,UACC62,2,6.5e-06,0.9329999999999999
SN-38,UACC62,3,6.5e-06,1.053
SN-38,UACC62,4,6.5e-06,1.09
SN-38,UACC62,5,6.5e-06,1.071
SN-38,UACC62,0,2e-05,0.8859999999999999
SN-38,UACC62,1,2e-05,0.892
SN-38,UACC62,2,2e-05,1.0659999999999998
SN-38,UACC62,3,2e-05,0.9490000000000001
SN-38,UACC62,4,2e-05,0.9209999999999999
SN-38,UACC62,5,2e-05,0.866
SN-38,UACC62,0,5.9999999999999995e-05,0.992
SN-38,UACC62,1,5.9999999999999995e-05,1.061
SN-38,UACC62,2,5.9999999999999995e-05,0.987
SN-38,UACC62,3,5.9999999999999995e-05,0.9079999999999999
SN-38,UACC62,4,5.9999999999999995e-05,1.092
SN-38,UACC62,5,5.9999999999999995e-05,1.145
SN-38,UACC62,0,0.00018999999999999998,1.171
SN-38,UACC62,1,0.00018999999999999998,1.09
SN-38,UACC62,2,0.00018999999999999998,1.157
SN-38,UACC62,3,0.00018999999999999998,1.074
SN-38,UACC62,4,0.00018999999999999998,0.903
SN-38,UACC62,5,0.00018999999999999998,0.9179999999999999
SN-38,UACC62,0,0.00055,0.919
SN-38,UACC62,1,0.00055,0.905
SN-38,UACC62,2,0.00055,1.092
SN-38,UACC62,3,0.00055,1.051
SN-38,UACC62,4,0.00055,0.752
SN-38,UACC62,5,0.00055,0.882
SN-38,UACC62,0,0.0017,0.85
SN-38,UACC62,1,0.0017,0.684
SN-38,UACC62,2,0.0017,0.743
SN-38,UACC62,3,0.0017,0.6559999999999999
SN-38,UACC62,4,0.0017,0.74
SN-38,UACC62,5,0.0017,0.691
SN-38,UACC62,0,0.005,0.363
SN-38,UACC62,1,0.005,0.425
SN-38,UACC62,2,0.005,0.537
SN-38,UACC62,3,0.005,0.423
SN-38,UACC62,4,0.005,0.389
SN-38,UACC62,5,0.005,0.382
SN-38,UWB1289,0,2.2e-06,1.057
SN-38,UWB1289,1,2.2e-06,1.025
SN-38,UWB1289,2,2.2e-06,0.925
SN-38,UWB1289,3,2.2e-06,1.0659999999999998
SN-38,UWB1289,4,2.2e-06,0.894
SN-38,UWB1289,5,2.2e-06,1.023
SN-38,UWB1289,0,6.5e-06,0.975
SN-38,UWB1289,1,6.5e-06,1.004
SN-38,UWB1289,2,6.5e-06,0.9079999999999999
SN-38,UWB1289,3,6.5e-06,1.003
SN-38,UWB1289,4,6.5e-06,0.9590000000000001
SN-38,UWB1289,5,6.5e-06,0.9229999999999999
SN-38,UWB1289,0,2e-05,1.013
SN-38,UWB1289,1,2e-05,1.026
SN-38,UWB1289,2,2e-05,0.8859999999999999
SN-38,UWB1289,3,2e-05,0.975
SN-38,UWB1289,4,2e-05,0.9109999999999999
SN-38,UWB1289,5,2e-05,1.0070000000000001
SN-38,UWB1289,0,5.9999999999999995e-05,1.036
SN-38,UWB1289,1,5.9999999999999995e-05,1.035
SN-38,UWB1289,2,5.9999999999999995e-05,0.7859999999999999
SN-38,UWB1289,3,5.9999999999999995e-05,0.895
SN-38,UWB1289,4,5.9999999999999995e-05,0.893
SN-38,UWB1289,5,5.9999999999999995e-05,0.899
SN-38,UWB1289,0,0.00018999999999999998,0.711
SN-38,UWB1289,1,0.00018999999999999998,0.8029999999999999
SN-38,UWB1289,2,0.00018999999999999998,0.789
SN-38,UWB1289,3,0.00018999999999999998,0.772
SN-38,UWB1289,4,0.00018999999999999998,0.733
SN-38,UWB1289,5,0.00018999999999999998,0.69
SN-38,UWB1289,0,0.00055,0.644
SN-38,UWB1289,1,0.00055,0.648
SN-38,UWB1289,2,0.00055,0.5479999999999999
SN-38,UWB1289,3,0.00055,0.5579999999999999
SN-38,UWB1289,4,0.00055,0.586
SN-38,UWB1289,5,0.00055,0.5489999999999999
SN-38,UWB1289,0,0.0017,0.44299999999999995
SN-38,UWB1289,1,0.0017,0.38799999999999996
SN-38,UWB1289,2,0.0017,0.387
SN-38,UWB1289,3,0.0017,0.442
SN-38,UWB1289,4,0.0017,0.395
SN-38,UWB1289,5,0.0017,0.46
SN-38,UWB1289,0,0.005,0.254
SN-38,UWB1289,1,0.005,0.198
SN-38,UWB1289,2,0.005,0.32299999999999995
SN-38,UWB1289,3,0.005,0.263
SN-38,UWB1289,4,0.005,0.345
SN-38,UWB1289,5,0.005,0.23399999999999999
SN-38,UWB1289BRCA1,0,2.2e-06,1.0190000000000001
SN-38,UWB1289BRCA1,1,2.2e-06,0.971
SN-38,UWB1289BRCA1,2,2.2e-06,0.9329999999999999
SN-38,UWB1289BRCA1,3,2.2e-06,0.9990000000000001
SN-38,UWB1289BRCA1,4,2.2e-06,1.033
SN-38,UWB1289BRCA1,5,2.2e-06,0.982
SN-38,UWB1289BRCA1,0,6.5e-06,0.981
SN-38,UWB1289BRCA1,1,6.5e-06,1.006
SN-38,UWB1289BRCA1,2,6.5e-06,0.988
SN-38,UWB1289BRCA1,3,6.5e-06,0.991
SN-38,UWB1289BRCA1,4,6.5e-06,0.924
SN-38,UWB1289BRCA1,5,6.5e-06,1.001
SN-38,UWB1289BRCA1,0,2e-05,1.028
SN-38,UWB1289BRCA1,1,2e-05,0.975
SN-38,UWB1289BRCA1,2,2e-05,0.991
SN-38,UWB1289BRCA1,3,2e-05,1.026
SN-38,UWB1289BRCA1,4,2e-05,1.02
SN-38,UWB1289BRCA1,5,2e-05,0.96
SN-38,UWB1289BRCA1,0,5.9999999999999995e-05,1.034
SN-38,UWB1289BRCA1,1,5.9999999999999995e-05,0.978
SN-38,UWB1289BRCA1,2,5.9999999999999995e-05,1.0859999999999999
SN-38,UWB1289BRCA1,3,5.9999999999999995e-05,1.023
SN-38,UWB1289BRCA1,4,5.9999999999999995e-05,0.966
SN-38,UWB1289BRCA1,5,5.9999999999999995e-05,1.032
SN-38,UWB1289BRCA1,0,0.00018999999999999998,1.084
SN-38,UWB1289BRCA1,1,0.00018999999999999998,1.057
SN-38,UWB1289BRCA1,2,0.00018999999999999998,0.938
SN-38,UWB1289BRCA1,3,0.00018999999999999998,0.878
SN-38,UWB1289BRCA1,4,0.00018999999999999998,0.95
SN-38,UWB1289BRCA1,5,0.00018999999999999998,0.966
SN-38,UWB1289BRCA1,0,0.00055,0.948
SN-38,UWB1289BRCA1,1,0.00055,0.941
SN-38,UWB1289BRCA1,2,0.00055,0.867
SN-38,UWB1289BRCA1,3,0.00055,0.812
SN-38,UWB1289BRCA1,4,0.00055,0.945
SN-38,UWB1289BRCA1,5,0.00055,0.9179999999999999
SN-38,UWB1289BRCA1,0,0.0017,0.838
SN-38,UWB1289BRCA1,1,0.0017,0.83
