Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy
PACLITAXEL_SUNITINIB_SKMES1,PACLITAXEL,SUNITINIB,SKMES1,7.2076709231
PACLITAXEL_SUNITINIB_SKOV3,PACLITAXEL,SUNITINIB,SKOV3,9.7537234624
PACLITAXEL_SUNITINIB_SW620,PACLITAXEL,SUNITINIB,SW620,15.3523894212
PACLITAXEL_SUNITINIB_SW837,PACLITAXEL,SUNITINIB,SW837,-3.5819521935
PACLITAXEL_SUNITINIB_T47D,PACLITAXEL,SUNITINIB,T47D,-16.1460018938
PACLITAXEL_SUNITINIB_UACC62,PACLITAXEL,SUNITINIB,UACC62,3.4433390044
PACLITAXEL_SUNITINIB_VCAP,PACLITAXEL,SUNITINIB,VCAP,-5.0419119005
PACLITAXEL_SUNITINIB_ZR751,PACLITAXEL,SUNITINIB,ZR751,7.1828449364
PACLITAXEL_TEMOZOLOMIDE_A2058,PACLITAXEL,TEMOZOLOMIDE,A2058,-12.6297106828
PACLITAXEL_TEMOZOLOMIDE_A2780,PACLITAXEL,TEMOZOLOMIDE,A2780,-25.5289914205
PACLITAXEL_TEMOZOLOMIDE_A375,PACLITAXEL,TEMOZOLOMIDE,A375,7.4789731067
PACLITAXEL_TEMOZOLOMIDE_A427,PACLITAXEL,TEMOZOLOMIDE,A427,14.5679777268
PACLITAXEL_TEMOZOLOMIDE_CAOV3,PACLITAXEL,TEMOZOLOMIDE,CAOV3,-19.0810618232
PACLITAXEL_TEMOZOLOMIDE_DLD1,PACLITAXEL,TEMOZOLOMIDE,DLD1,12.0885394299
PACLITAXEL_TEMOZOLOMIDE_ES2,PACLITAXEL,TEMOZOLOMIDE,ES2,10.2946553392
PACLITAXEL_TEMOZOLOMIDE_HCT116,PACLITAXEL,TEMOZOLOMIDE,HCT116,-17.1525264098
PACLITAXEL_TEMOZOLOMIDE_HT144,PACLITAXEL,TEMOZOLOMIDE,HT144,-5.7653735705
PACLITAXEL_TEMOZOLOMIDE_HT29,PACLITAXEL,TEMOZOLOMIDE,HT29,-14.117965565
PACLITAXEL_TEMOZOLOMIDE_KPL1,PACLITAXEL,TEMOZOLOMIDE,KPL1,-13.3803410154
PACLITAXEL_TEMOZOLOMIDE_LOVO,PACLITAXEL,TEMOZOLOMIDE,LOVO,3.4344878953
PACLITAXEL_TEMOZOLOMIDE_MDAMB436,PACLITAXEL,TEMOZOLOMIDE,MDAMB436,9.6074866741
PACLITAXEL_TEMOZOLOMIDE_NCIH1650,PACLITAXEL,TEMOZOLOMIDE,NCIH1650,-3.2685128608
PACLITAXEL_TEMOZOLOMIDE_NCIH2122,PACLITAXEL,TEMOZOLOMIDE,NCIH2122,-237.58199864
PACLITAXEL_TEMOZOLOMIDE_NCIH23,PACLITAXEL,TEMOZOLOMIDE,NCIH23,-17.1544693417
PACLITAXEL_TEMOZOLOMIDE_NCIH460,PACLITAXEL,TEMOZOLOMIDE,NCIH460,0.4904274655
PACLITAXEL_TEMOZOLOMIDE_NCIH520,PACLITAXEL,TEMOZOLOMIDE,NCIH520,6.0807635315
PACLITAXEL_TEMOZOLOMIDE_OCUBM,PACLITAXEL,TEMOZOLOMIDE,OCUBM,-18.7906718283
PACLITAXEL_TEMOZOLOMIDE_OV90,PACLITAXEL,TEMOZOLOMIDE,OV90,4.2608254985
PACLITAXEL_TEMOZOLOMIDE_RKO,PACLITAXEL,TEMOZOLOMIDE,RKO,-8.8105322606
PACLITAXEL_TEMOZOLOMIDE_RPMI7951,PACLITAXEL,TEMOZOLOMIDE,RPMI7951,7.1896133607
PACLITAXEL_TEMOZOLOMIDE_SKMEL30,PACLITAXEL,TEMOZOLOMIDE,SKMEL30,17.0335138736
PACLITAXEL_TEMOZOLOMIDE_SKMES1,PACLITAXEL,TEMOZOLOMIDE,SKMES1,24.7201662794
PACLITAXEL_TEMOZOLOMIDE_SKOV3,PACLITAXEL,TEMOZOLOMIDE,SKOV3,-7.4603480613
PACLITAXEL_TEMOZOLOMIDE_SW620,PACLITAXEL,TEMOZOLOMIDE,SW620,23.7707556416
PACLITAXEL_TEMOZOLOMIDE_SW837,PACLITAXEL,TEMOZOLOMIDE,SW837,-1.8389224035
PACLITAXEL_TEMOZOLOMIDE_T47D,PACLITAXEL,TEMOZOLOMIDE,T47D,-50.6441926105
PACLITAXEL_TEMOZOLOMIDE_UACC62,PACLITAXEL,TEMOZOLOMIDE,UACC62,2.9083828643
PACLITAXEL_TEMOZOLOMIDE_VCAP,PACLITAXEL,TEMOZOLOMIDE,VCAP,-2.6101766589
PACLITAXEL_TEMOZOLOMIDE_ZR751,PACLITAXEL,TEMOZOLOMIDE,ZR751,-18.5717516402
PACLITAXEL_ZOLINZA_A2058,PACLITAXEL,ZOLINZA,A2058,-27.821045865
PACLITAXEL_ZOLINZA_A2780,PACLITAXEL,ZOLINZA,A2780,-15.2474727602
PACLITAXEL_ZOLINZA_A375,PACLITAXEL,ZOLINZA,A375,-9.3368852884
PACLITAXEL_ZOLINZA_A427,PACLITAXEL,ZOLINZA,A427,-25.2994754837
PACLITAXEL_ZOLINZA_CAOV3,PACLITAXEL,ZOLINZA,CAOV3,-26.5815510793
PACLITAXEL_ZOLINZA_DLD1,PACLITAXEL,ZOLINZA,DLD1,7.6560778471
PACLITAXEL_ZOLINZA_ES2,PACLITAXEL,ZOLINZA,ES2,6.4518025369
PACLITAXEL_ZOLINZA_HCT116,PACLITAXEL,ZOLINZA,HCT116,-17.2497804615
PACLITAXEL_ZOLINZA_HT144,PACLITAXEL,ZOLINZA,HT144,17.6586495155
PACLITAXEL_ZOLINZA_HT29,PACLITAXEL,ZOLINZA,HT29,27.0331902175
PACLITAXEL_ZOLINZA_KPL1,PACLITAXEL,ZOLINZA,KPL1,9.8137371817
PACLITAXEL_ZOLINZA_LOVO,PACLITAXEL,ZOLINZA,LOVO,10.3749746515
PACLITAXEL_ZOLINZA_MDAMB436,PACLITAXEL,ZOLINZA,MDAMB436,9.2167881569
PACLITAXEL_ZOLINZA_NCIH1650,PACLITAXEL,ZOLINZA,NCIH1650,-0.8705764295
PACLITAXEL_ZOLINZA_NCIH2122,PACLITAXEL,ZOLINZA,NCIH2122,-12.6696562053
PACLITAXEL_ZOLINZA_NCIH23,PACLITAXEL,ZOLINZA,NCIH23,-25.8658195796
PACLITAXEL_ZOLINZA_NCIH460,PACLITAXEL,ZOLINZA,NCIH460,0.6020847596
PACLITAXEL_ZOLINZA_NCIH520,PACLITAXEL,ZOLINZA,NCIH520,8.1182971721
PACLITAXEL_ZOLINZA_OCUBM,PACLITAXEL,ZOLINZA,OCUBM,-7.1629445193
PACLITAXEL_ZOLINZA_OV90,PACLITAXEL,ZOLINZA,OV90,1.1223505364
PACLITAXEL_ZOLINZA_RKO,PACLITAXEL,ZOLINZA,RKO,6.7640341459
PACLITAXEL_ZOLINZA_RPMI7951,PACLITAXEL,ZOLINZA,RPMI7951,-2.1269954547
PACLITAXEL_ZOLINZA_SKMEL30,PACLITAXEL,ZOLINZA,SKMEL30,-0.860674872
PACLITAXEL_ZOLINZA_SKMES1,PACLITAXEL,ZOLINZA,SKMES1,5.1808476325
PACLITAXEL_ZOLINZA_SKOV3,PACLITAXEL,ZOLINZA,SKOV3,23.0172672909
PACLITAXEL_ZOLINZA_SW620,PACLITAXEL,ZOLINZA,SW620,-9.7264954285
PACLITAXEL_ZOLINZA_SW837,PACLITAXEL,ZOLINZA,SW837,9.7367620259
PACLITAXEL_ZOLINZA_T47D,PACLITAXEL,ZOLINZA,T47D,17.0845014774
PACLITAXEL_ZOLINZA_UACC62,PACLITAXEL,ZOLINZA,UACC62,0.3365984289
PACLITAXEL_ZOLINZA_VCAP,PACLITAXEL,ZOLINZA,VCAP,11.6470807755
PACLITAXEL_ZOLINZA_ZR751,PACLITAXEL,ZOLINZA,ZR751,-20.4854793077
PD325901_ABT-888_A2058,PD325901,ABT-888,A2058,3.7561185539
PD325901_ABT-888_A2780,PD325901,ABT-888,A2780,14.0680984313
PD325901_ABT-888_A375,PD325901,ABT-888,A375,6.7992350397
PD325901_ABT-888_A427,PD325901,ABT-888,A427,-2.1055449867
PD325901_ABT-888_CAOV3,PD325901,ABT-888,CAOV3,25.3425468032
PD325901_ABT-888_DLD1,PD325901,ABT-888,DLD1,-4.7804274983
PD325901_ABT-888_ES2,PD325901,ABT-888,ES2,-7.0969162706
PD325901_ABT-888_HCT116,PD325901,ABT-888,HCT116,-1.6895546083
PD325901_ABT-888_HT144,PD325901,ABT-888,HT144,1.4734187491
PD325901_ABT-888_HT29,PD325901,ABT-888,HT29,-4.7799145868
PD325901_ABT-888_KPL1,PD325901,ABT-888,KPL1,13.4022289803
PD325901_ABT-888_LOVO,PD325901,ABT-888,LOVO,-11.5902027648
PD325901_ABT-888_MDAMB436,PD325901,ABT-888,MDAMB436,9.8162532236
PD325901_ABT-888_NCIH1650,PD325901,ABT-888,NCIH1650,-23.0705672852
PD325901_ABT-888_NCIH2122,PD325901,ABT-888,NCIH2122,-2.592660615
PD325901_ABT-888_NCIH23,PD325901,ABT-888,NCIH23,-12.5273231817
PD325901_ABT-888_NCIH460,PD325901,ABT-888,NCIH460,-2.3906397679
PD325901_ABT-888_NCIH520,PD325901,ABT-888,NCIH520,5.9282604287
PD325901_ABT-888_OCUBM,PD325901,ABT-888,OCUBM,12.4185048232
PD325901_ABT-888_OV90,PD325901,ABT-888,OV90,-8.0566927919
PD325901_ABT-888_RKO,PD325901,ABT-888,RKO,6.7000369839
PD325901_ABT-888_RPMI7951,PD325901,ABT-888,RPMI7951,-11.0800824766
PD325901_ABT-888_SKMEL30,PD325901,ABT-888,SKMEL30,3.0208683295
PD325901_ABT-888_SKMES1,PD325901,ABT-888,SKMES1,-15.4607583417
PD325901_ABT-888_SKOV3,PD325901,ABT-888,SKOV3,-1.0627503961
PD325901_ABT-888_SW620,PD325901,ABT-888,SW620,-3.3793208579
PD325901_ABT-888_SW837,PD325901,ABT-888,SW837,-0.4741338396
PD325901_ABT-888_T47D,PD325901,ABT-888,T47D,-6.5105570043
PD325901_ABT-888_UACC62,PD325901,ABT-888,UACC62,-5.9909610904
PD325901_ABT-888_VCAP,PD325901,ABT-888,VCAP,-23.2933604078
PD325901_ABT-888_ZR751,PD325901,ABT-888,ZR751,5.0928270932
PD325901_BEZ-235_A2058,PD325901,BEZ-235,A2058,56.5529882885
PD325901_BEZ-235_A2780,PD325901,BEZ-235,A2780,55.255421255
PD325901_BEZ-235_A375,PD325901,BEZ-235,A375,17.8714732454
PD325901_BEZ-235_A427,PD325901,BEZ-235,A427,56.2979443611
PD325901_BEZ-235_CAOV3,PD325901,BEZ-235,CAOV3,67.4337051674
PD325901_BEZ-235_DLD1,PD325901,BEZ-235,DLD1,41.1917892359
PD325901_BEZ-235_ES2,PD325901,BEZ-235,ES2,34.5120977628
PD325901_BEZ-235_HCT116,PD325901,BEZ-235,HCT116,58.7774498614
PD325901_BEZ-235_HT144,PD325901,BEZ-235,HT144,43.9673596181
PD325901_BEZ-235_HT29,PD325901,BEZ-235,HT29,42.382626103
PD325901_BEZ-235_KPL1,PD325901,BEZ-235,KPL1,44.46943124
PD325901_BEZ-235_LOVO,PD325901,BEZ-235,LOVO,36.8769872632
PD325901_BEZ-235_MDAMB436,PD325901,BEZ-235,MDAMB436,34.3905349741
PD325901_BEZ-235_NCIH1650,PD325901,BEZ-235,NCIH1650,32.2093058589
PD325901_BEZ-235_NCIH2122,PD325901,BEZ-235,NCIH2122,49.3343795946
PD325901_BEZ-235_NCIH23,PD325901,BEZ-235,NCIH23,34.1893304853
PD325901_BEZ-235_NCIH460,PD325901,BEZ-235,NCIH460,71.7522036836
PD325901_BEZ-235_NCIH520,PD325901,BEZ-235,NCIH520,30.6040884205
PD325901_BEZ-235_OCUBM,PD325901,BEZ-235,OCUBM,41.3576296326
PD325901_BEZ-235_OV90,PD325901,BEZ-235,OV90,38.8582600746
PD325901_BEZ-235_RKO,PD325901,BEZ-235,RKO,47.2328288103
PD325901_BEZ-235_RPMI7951,PD325901,BEZ-235,RPMI7951,46.5690469271
PD325901_BEZ-235_SKMEL30,PD325901,BEZ-235,SKMEL30,30.0141290826
PD325901_BEZ-235_SKMES1,PD325901,BEZ-235,SKMES1,29.0395649468
PD325901_BEZ-235_SKOV3,PD325901,BEZ-235,SKOV3,26.7570151205
PD325901_BEZ-235_SW620,PD325901,BEZ-235,SW620,25.2904227306
PD325901_BEZ-235_SW837,PD325901,BEZ-235,SW837,37.4403091146
PD325901_BEZ-235_T47D,PD325901,BEZ-235,T47D,148.126939162
PD325901_BEZ-235_UACC62,PD325901,BEZ-235,UACC62,33.6670761713
PD325901_BEZ-235_VCAP,PD325901,BEZ-235,VCAP,33.061269817
PD325901_BEZ-235_ZR751,PD325901,BEZ-235,ZR751,54.7557835005
PD325901_BORTEZOMIB_A2058,PD325901,BORTEZOMIB,A2058,6.8966421956
PD325901_BORTEZOMIB_A2780,PD325901,BORTEZOMIB,A2780,-3.9406397233
PD325901_BORTEZOMIB_A375,PD325901,BORTEZOMIB,A375,0.8071632731
PD325901_BORTEZOMIB_A427,PD325901,BORTEZOMIB,A427,3.165132593
PD325901_BORTEZOMIB_CAOV3,PD325901,BORTEZOMIB,CAOV3,-9.1873648154
PD325901_BORTEZOMIB_DLD1,PD325901,BORTEZOMIB,DLD1,14.570313058
PD325901_BORTEZOMIB_ES2,PD325901,BORTEZOMIB,ES2,-15.9321260471
PD325901_BORTEZOMIB_HCT116,PD325901,BORTEZOMIB,HCT116,-5.0008415975
PD325901_BORTEZOMIB_HT144,PD325901,BORTEZOMIB,HT144,0.2726825152
PD325901_BORTEZOMIB_HT29,PD325901,BORTEZOMIB,HT29,-16.7945793237
PD325901_BORTEZOMIB_KPL1,PD325901,BORTEZOMIB,KPL1,19.1473744364
PD325901_BORTEZOMIB_LOVO,PD325901,BORTEZOMIB,LOVO,1.1360324844
PD325901_BORTEZOMIB_MDAMB436,PD325901,BORTEZOMIB,MDAMB436,-3.2507008256
PD325901_BORTEZOMIB_NCIH1650,PD325901,BORTEZOMIB,NCIH1650,-12.3615974947
PD325901_BORTEZOMIB_NCIH2122,PD325901,BORTEZOMIB,NCIH2122,-3.6377842768
PD325901_BORTEZOMIB_NCIH23,PD325901,BORTEZOMIB,NCIH23,-0.5243681664
PD325901_BORTEZOMIB_NCIH460,PD325901,BORTEZOMIB,NCIH460,15.2655332461
PD325901_BORTEZOMIB_NCIH520,PD325901,BORTEZOMIB,NCIH520,-27.0755090703
PD325901_BORTEZOMIB_OCUBM,PD325901,BORTEZOMIB,OCUBM,1.6077435273
PD325901_BORTEZOMIB_OV90,PD325901,BORTEZOMIB,OV90,-17.5241371586
PD325901_BORTEZOMIB_RKO,PD325901,BORTEZOMIB,RKO,7.5461820399
PD325901_BORTEZOMIB_RPMI7951,PD325901,BORTEZOMIB,RPMI7951,-9.085918798
PD325901_BORTEZOMIB_SKMEL30,PD325901,BORTEZOMIB,SKMEL30,-1.9172872169
PD325901_BORTEZOMIB_SKMES1,PD325901,BORTEZOMIB,SKMES1,-27.367459674
PD325901_BORTEZOMIB_SKOV3,PD325901,BORTEZOMIB,SKOV3,1.3036690862
PD325901_BORTEZOMIB_SW620,PD325901,BORTEZOMIB,SW620,6.0775134567
PD325901_BORTEZOMIB_SW837,PD325901,BORTEZOMIB,SW837,22.1485284567
PD325901_BORTEZOMIB_T47D,PD325901,BORTEZOMIB,T47D,-39.7865903657
PD325901_BORTEZOMIB_UACC62,PD325901,BORTEZOMIB,UACC62,-16.4428836536
PD325901_BORTEZOMIB_VCAP,PD325901,BORTEZOMIB,VCAP,1.4115580498
PD325901_BORTEZOMIB_ZR751,PD325901,BORTEZOMIB,ZR751,-3.1382402443
PD325901_DASATINIB_A2058,PD325901,DASATINIB,A2058,34.4118328637
PD325901_DASATINIB_A2780,PD325901,DASATINIB,A2780,120.263241847
PD325901_DASATINIB_A375,PD325901,DASATINIB,A375,63.8915836172
PD325901_DASATINIB_A427,PD325901,DASATINIB,A427,50.6040950294
PD325901_DASATINIB_CAOV3,PD325901,DASATINIB,CAOV3,34.1180685303
PD325901_DASATINIB_DLD1,PD325901,DASATINIB,DLD1,47.323592371
PD325901_DASATINIB_ES2,PD325901,DASATINIB,ES2,45.1102463211
PD325901_DASATINIB_HCT116,PD325901,DASATINIB,HCT116,42.5461097026
PD325901_DASATINIB_HT144,PD325901,DASATINIB,HT144,-54.1004969773
PD325901_DASATINIB_HT29,PD325901,DASATINIB,HT29,76.2694430473
PD325901_DASATINIB_KPL1,PD325901,DASATINIB,KPL1,-6.0446441409
PD325901_DASATINIB_LOVO,PD325901,DASATINIB,LOVO,47.8453461114
PD325901_DASATINIB_MDAMB436,PD325901,DASATINIB,MDAMB436,14.8575203797
PD325901_DASATINIB_NCIH1650,PD325901,DASATINIB,NCIH1650,35.5385769463
PD325901_DASATINIB_NCIH2122,PD325901,DASATINIB,NCIH2122,-35.3304177469
PD325901_DASATINIB_NCIH23,PD325901,DASATINIB,NCIH23,74.7879820008
PD325901_DASATINIB_NCIH460,PD325901,DASATINIB,NCIH460,36.1698448597
PD325901_DASATINIB_NCIH520,PD325901,DASATINIB,NCIH520,-30.8862514501
PD325901_DASATINIB_OCUBM,PD325901,DASATINIB,OCUBM,7.3615845441
PD325901_DASATINIB_OV90,PD325901,DASATINIB,OV90,67.0068204995
PD325901_DASATINIB_RKO,PD325901,DASATINIB,RKO,15.6243603751
PD325901_DASATINIB_RPMI7951,PD325901,DASATINIB,RPMI7951,39.037944279
PD325901_DASATINIB_SKMEL30,PD325901,DASATINIB,SKMEL30,-74.5208725546
PD325901_DASATINIB_SKMES1,PD325901,DASATINIB,SKMES1,53.9202237644
PD325901_DASATINIB_SKOV3,PD325901,DASATINIB,SKOV3,-12.963321421
PD325901_DASATINIB_SW620,PD325901,DASATINIB,SW620,3.9646099052
PD325901_DASATINIB_SW837,PD325901,DASATINIB,SW837,71.570916613
PD325901_DASATINIB_T47D,PD325901,DASATINIB,T47D,5.578434034
PD325901_DASATINIB_UACC62,PD325901,DASATINIB,UACC62,-1.7935324839
PD325901_DASATINIB_VCAP,PD325901,DASATINIB,VCAP,-21.2583156879
PD325901_DASATINIB_ZR751,PD325901,DASATINIB,ZR751,-39.6591613126
PD325901_DINACICLIB_A2058,PD325901,DINACICLIB,A2058,-1.4847763919
PD325901_DINACICLIB_A2780,PD325901,DINACICLIB,A2780,2.7772524509
PD325901_DINACICLIB_A375,PD325901,DINACICLIB,A375,-3.6096124005
PD325901_DINACICLIB_A427,PD325901,DINACICLIB,A427,11.4773430701
PD325901_DINACICLIB_CAOV3,PD325901,DINACICLIB,CAOV3,4.7943326338
PD325901_DINACICLIB_DLD1,PD325901,DINACICLIB,DLD1,10.1525711915
PD325901_DINACICLIB_ES2,PD325901,DINACICLIB,ES2,-3.4456846575
PD325901_DINACICLIB_HCT116,PD325901,DINACICLIB,HCT116,-8.7549399299
PD325901_DINACICLIB_HT144,PD325901,DINACICLIB,HT144,-0.4208161447
PD325901_DINACICLIB_HT29,PD325901,DINACICLIB,HT29,-0.5553409832
PD325901_DINACICLIB_KPL1,PD325901,DINACICLIB,KPL1,5.6939237716
PD325901_DINACICLIB_LOVO,PD325901,DINACICLIB,LOVO,-2.6280999675
PD325901_DINACICLIB_MDAMB436,PD325901,DINACICLIB,MDAMB436,7.558345781
PD325901_DINACICLIB_NCIH1650,PD325901,DINACICLIB,NCIH1650,2.4623578804
PD325901_DINACICLIB_NCIH2122,PD325901,DINACICLIB,NCIH2122,8.2963173414
PD325901_DINACICLIB_NCIH23,PD325901,DINACICLIB,NCIH23,6.1513018675
PD325901_DINACICLIB_NCIH460,PD325901,DINACICLIB,NCIH460,-3.1249408745
PD325901_DINACICLIB_NCIH520,PD325901,DINACICLIB,NCIH520,-9.2935486066
PD325901_DINACICLIB_OCUBM,PD325901,DINACICLIB,OCUBM,3.4437276561
PD325901_DINACICLIB_OV90,PD325901,DINACICLIB,OV90,-6.9208256159
PD325901_DINACICLIB_RKO,PD325901,DINACICLIB,RKO,19.1258095167
PD325901_DINACICLIB_RPMI7951,PD325901,DINACICLIB,RPMI7951,-3.5960176843
PD325901_DINACICLIB_SKMEL30,PD325901,DINACICLIB,SKMEL30,-13.1311644804
PD325901_DINACICLIB_SKMES1,PD325901,DINACICLIB,SKMES1,-25.4146115112
PD325901_DINACICLIB_SKOV3,PD325901,DINACICLIB,SKOV3,2.2743243441
PD325901_DINACICLIB_SW620,PD325901,DINACICLIB,SW620,-5.3376836599
PD325901_DINACICLIB_SW837,PD325901,DINACICLIB,SW837,-15.5875592858
PD325901_DINACICLIB_T47D,PD325901,DINACICLIB,T47D,-15.7223793848
PD325901_DINACICLIB_UACC62,PD325901,DINACICLIB,UACC62,-3.2106925363
PD325901_DINACICLIB_VCAP,PD325901,DINACICLIB,VCAP,8.9452828063
PD325901_DINACICLIB_ZR751,PD325901,DINACICLIB,ZR751,-3.3886749182
PD325901_GELDANAMYCIN_A2058,PD325901,GELDANAMYCIN,A2058,-15.6431804737
PD325901_GELDANAMYCIN_A2780,PD325901,GELDANAMYCIN,A2780,14.3526515098
PD325901_GELDANAMYCIN_A375,PD325901,GELDANAMYCIN,A375,4.9112675858
PD325901_GELDANAMYCIN_A427,PD325901,GELDANAMYCIN,A427,13.7253757709
PD325901_GELDANAMYCIN_CAOV3,PD325901,GELDANAMYCIN,CAOV3,16.5396808491
PD325901_GELDANAMYCIN_DLD1,PD325901,GELDANAMYCIN,DLD1,18.6135021453
PD325901_GELDANAMYCIN_ES2,PD325901,GELDANAMYCIN,ES2,7.007030953
PD325901_GELDANAMYCIN_HCT116,PD325901,GELDANAMYCIN,HCT116,19.8168271959
PD325901_GELDANAMYCIN_HT144,PD325901,GELDANAMYCIN,HT144,12.1151470357
PD325901_GELDANAMYCIN_HT29,PD325901,GELDANAMYCIN,HT29,6.9020126016
PD325901_GELDANAMYCIN_KPL1,PD325901,GELDANAMYCIN,KPL1,8.7069612416
PD325901_GELDANAMYCIN_LOVO,PD325901,GELDANAMYCIN,LOVO,-14.4753840812
PD325901_GELDANAMYCIN_MDAMB436,PD325901,GELDANAMYCIN,MDAMB436,21.5187553869
PD325901_GELDANAMYCIN_NCIH1650,PD325901,GELDANAMYCIN,NCIH1650,7.0593001985
PD325901_GELDANAMYCIN_NCIH2122,PD325901,GELDANAMYCIN,NCIH2122,18.5135234398
PD325901_GELDANAMYCIN_NCIH23,PD325901,GELDANAMYCIN,NCIH23,8.7129216824
PD325901_GELDANAMYCIN_NCIH460,PD325901,GELDANAMYCIN,NCIH460,-2.1911976483
PD325901_GELDANAMYCIN_NCIH520,PD325901,GELDANAMYCIN,NCIH520,-17.9889816654
PD325901_GELDANAMYCIN_OCUBM,PD325901,GELDANAMYCIN,OCUBM,26.531530678
PD325901_GELDANAMYCIN_OV90,PD325901,GELDANAMYCIN,OV90,-0.7735420397
PD325901_GELDANAMYCIN_RKO,PD325901,GELDANAMYCIN,RKO,47.158513024
PD325901_GELDANAMYCIN_RPMI7951,PD325901,GELDANAMYCIN,RPMI7951,-5.137383072
PD325901_GELDANAMYCIN_SKMEL30,PD325901,GELDANAMYCIN,SKMEL30,-9.2784654873
PD325901_GELDANAMYCIN_SKMES1,PD325901,GELDANAMYCIN,SKMES1,18.3055440062
PD325901_GELDANAMYCIN_SKOV3,PD325901,GELDANAMYCIN,SKOV3,-0.2600909804
PD325901_GELDANAMYCIN_SW620,PD325901,GELDANAMYCIN,SW620,8.5839422069
PD325901_GELDANAMYCIN_SW837,PD325901,GELDANAMYCIN,SW837,24.7269582626
PD325901_GELDANAMYCIN_T47D,PD325901,GELDANAMYCIN,T47D,-6.1999222889
PD325901_GELDANAMYCIN_UACC62,PD325901,GELDANAMYCIN,UACC62,-5.8842586687
PD325901_GELDANAMYCIN_VCAP,PD325901,GELDANAMYCIN,VCAP,5.8992994587
PD325901_GELDANAMYCIN_ZR751,PD325901,GELDANAMYCIN,ZR751,-12.0140129213
PD325901_MK-8669_A2058,PD325901,MK-8669,A2058,50.5997288547
PD325901_MK-8669_A2780,PD325901,MK-8669,A2780,54.5425506198
PD325901_MK-8669_A375,PD325901,MK-8669,A375,22.7964509719
PD325901_MK-8669_A427,PD325901,MK-8669,A427,15.3376749562
PD325901_MK-8669_CAOV3,PD325901,MK-8669,CAOV3,77.1512291175
PD325901_MK-8669_DLD1,PD325901,MK-8669,DLD1,35.1101822018
PD325901_MK-8669_ES2,PD325901,MK-8669,ES2,36.3548031794
PD325901_MK-8669_HCT116,PD325901,MK-8669,HCT116,10.2191261105
PD325901_MK-8669_HT144,PD325901,MK-8669,HT144,39.9845658552
PD325901_MK-8669_HT29,PD325901,MK-8669,HT29,31.4307013894
PD325901_MK-8669_KPL1,PD325901,MK-8669,KPL1,53.784912012
PD325901_MK-8669_LOVO,PD325901,MK-8669,LOVO,22.1260514018
PD325901_MK-8669_MDAMB436,PD325901,MK-8669,MDAMB436,32.3448727802
PD325901_MK-8669_NCIH1650,PD325901,MK-8669,NCIH1650,24.2160644098
PD325901_MK-8669_NCIH2122,PD325901,MK-8669,NCIH2122,24.4149087848
PD325901_MK-8669_NCIH23,PD325901,MK-8669,NCIH23,51.7427355854
PD325901_MK-8669_NCIH460,PD325901,MK-8669,NCIH460,36.4312731054
PD325901_MK-8669_NCIH520,PD325901,MK-8669,NCIH520,5.6577053359
PD325901_MK-8669_OCUBM,PD325901,MK-8669,OCUBM,42.0113921152
PD325901_MK-8669_OV90,PD325901,MK-8669,OV90,45.8478537893
PD325901_MK-8669_RKO,PD325901,MK-8669,RKO,51.3224086594
PD325901_MK-8669_RPMI7951,PD325901,MK-8669,RPMI7951,70.2233616953
PD325901_MK-8669_SKMEL30,PD325901,MK-8669,SKMEL30,30.4628289638
PD325901_MK-8669_SKMES1,PD325901,MK-8669,SKMES1,0.9586472986
PD325901_MK-8669_SKOV3,PD325901,MK-8669,SKOV3,38.3141346869
PD325901_MK-8669_SW620,PD325901,MK-8669,SW620,1.9576666465
PD325901_MK-8669_SW837,PD325901,MK-8669,SW837,14.9761063576
PD325901_MK-8669_T47D,PD325901,MK-8669,T47D,12.7086144125
PD325901_MK-8669_UACC62,PD325901,MK-8669,UACC62,31.2049460275
PD325901_MK-8669_VCAP,PD325901,MK-8669,VCAP,29.6917768973
PD325901_MK-8669_ZR751,PD325901,MK-8669,ZR751,27.9869499351
PD325901_MK-8776_A2058,PD325901,MK-8776,A2058,26.9700035439
PD325901_MK-8776_A2780,PD325901,MK-8776,A2780,26.3827078544
PD325901_MK-8776_A375,PD325901,MK-8776,A375,5.3876622857
PD325901_MK-8776_A427,PD325901,MK-8776,A427,22.9219546517
PD325901_MK-8776_CAOV3,PD325901,MK-8776,CAOV3,53.3212226617
PD325901_MK-8776_DLD1,PD325901,MK-8776,DLD1,4.915502199
PD325901_MK-8776_ES2,PD325901,MK-8776,ES2,7.8649159231
PD325901_MK-8776_HCT116,PD325901,MK-8776,HCT116,0.6448079841
PD325901_MK-8776_HT144,PD325901,MK-8776,HT144,-176.160676568
PD325901_MK-8776_HT29,PD325901,MK-8776,HT29,14.0178097767
PD325901_MK-8776_KPL1,PD325901,MK-8776,KPL1,-6.1978082232
PD325901_MK-8776_LOVO,PD325901,MK-8776,LOVO,18.8484990837
PD325901_MK-8776_MDAMB436,PD325901,MK-8776,MDAMB436,23.9808509863
PD325901_MK-8776_NCIH1650,PD325901,MK-8776,NCIH1650,0.8316938698
PD325901_MK-8776_NCIH2122,PD325901,MK-8776,NCIH2122,-16.6014571042
PD325901_MK-8776_NCIH23,PD325901,MK-8776,NCIH23,5.5516698181
PD325901_MK-8776_NCIH460,PD325901,MK-8776,NCIH460,-2.8495283099
